investor,CC22_306,CC22_300b_5,CC22_300d_2,presvote16post,presvote20post,CC22_300b_3,CC22_300d_5,numchildren,religpew,CC22_333,CC22_300b_1,race,educ,industry,CC22_320c,CC22_304,CC22_320b,CC22_300b_4,marstat,CC22_309e,CC22_300d_6,CC22_300b_6,CC22_300d_4,sexuality,gunown,ideo5,CC22_300b_2,CC22_300d_1,CC22_320a,CC22_303,gender4,CC22_300b_8,CC22_360,CC22_300d_3,employ,urbancity,transgender,CC22_327a,faminc_new,pew_religimp,CC22_302,CC22_300b_7,hispanic,CC22_309f
1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,0.9534134229620733,1,3.0,2.0,1,5,15.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,3.0,4,2.0,2.0,0,4.0,2,2.0,3.0,2.0,1.0,2,2.0,2.0,12.0,1.0,5.0,2.0,2.0,1.0
1.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,0.01205017839832226,1,5.0,2.0,1,2,11.0,2.0,1.0,4.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,4,2.0,2.0,0,4.0,1,2.0,3.0,1.0,1.0,3,2.0,2.0,2.0,1.0,5.0,2.0,2.0,5.0
2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.2541106568015254,2,4.0,2.0,1,4,6.0,3.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,4,1.0,2.0,0,3.0,2,2.0,3.0,2.0,5.0,2,2.0,2.0,2.0,1.0,5.0,2.0,2.0,3.0
2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,0.8248541410747134,1,1.0,1.0,1,6,6.0,3.0,2.0,3.0,2.0,5.0,2.0,1.0,2.0,2.0,1.0,3.0,3,2.0,2.0,1,2.0,1,2.0,1.0,2.0,1.0,2,2.0,2.0,9.0,2.0,4.0,2.0,2.0,2.0
1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.7620103066522057,10,1.0,2.0,1,5,3.0,4.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,2,1.0,1.0,1,3.0,2,2.0,2.0,2.0,5.0,2,2.0,1.0,7.0,4.0,2.0,2.0,2.0,4.0
2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.087056702818799,2,1.0,2.0,1,3,1.0,4.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,3.0,2,2.0,2.0,1,3.0,1,2.0,2.0,2.0,7.0,3,2.0,1.0,4.0,2.0,1.0,2.0,2.0,5.0
2.0,1.0,2.0,1.0,2.0,5.0,2.0,1.0,2.921868964096301,1,4.0,2.0,1,2,1.0,1.0,1.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,8.0,5,2.0,2.0,0,3.0,2,2.0,3.0,1.0,2.0,4,2.0,2.0,3.0,1.0,5.0,2.0,2.0,2.0
1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.8780320071977767,2,3.0,2.0,1,3,16.0,2.0,1.0,3.0,2.0,4.0,3.0,1.0,2.0,2.0,1.0,3.0,4,1.0,2.0,0,5.0,1,2.0,3.0,2.0,1.0,4,2.0,1.0,6.0,1.0,6.0,2.0,2.0,2.0
1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.1898184860779213,9,1.0,2.0,1,6,7.0,4.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,2,2.0,2.0,1,3.0,1,2.0,1.0,2.0,1.0,2,2.0,1.0,13.0,3.0,2.0,2.0,2.0,3.0
1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,0.08129151256131474,9,4.0,2.0,1,2,13.0,4.0,1.0,4.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,4,1.0,2.0,0,2.0,1,2.0,1.0,1.0,5.0,2,2.0,1.0,9.0,2.0,5.0,2.0,2.0,3.0
1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,4.070942387345036,11,1.0,2.0,1,6,6.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,2,1.0,2.0,1,4.0,1,2.0,1.0,2.0,1.0,1,2.0,1.0,9.0,4.0,4.0,2.0,2.0,3.0
1.0,4.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0628162323725556,1,3.0,1.0,2,1,5.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,5,2.0,2.0,0,5.0,1,2.0,3.0,1.0,1.0,1,2.0,1.0,5.0,2.0,5.0,2.0,2.0,3.0
1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.7878456492338213,1,1.0,2.0,1,3,7.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,3.0,2,2.0,2.0,1,3.0,2,2.0,2.0,2.0,1.0,1,2.0,1.0,12.0,1.0,2.0,2.0,2.0,3.0
1.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,-0.30750708905801344,11,2.0,2.0,1,5,6.0,3.0,1.0,4.0,2.0,5.0,3.0,1.0,2.0,2.0,5.0,3.0,3,2.0,2.0,1,2.0,1,2.0,3.0,2.0,5.0,1,2.0,1.0,1.0,4.0,4.0,2.0,2.0,3.0
1.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,1.1651824240499133,11,1.0,2.0,1,5,8.0,3.0,1.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,8.0,4,2.0,1.0,0,4.0,2,2.0,3.0,1.0,9.0,2,2.0,2.0,4.0,3.0,5.0,2.0,2.0,5.0
1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,4.040272729263647,11,1.0,2.0,1,6,6.0,4.0,1.0,4.0,2.0,5.0,3.0,2.0,2.0,2.0,1.0,3.0,2,2.0,2.0,1,3.0,2,2.0,2.0,1.0,1.0,3,2.0,1.0,10.0,2.0,4.0,2.0,2.0,4.0
1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,-0.1192763542885958,1,3.0,2.0,1,6,9.0,2.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,4,2.0,1.0,0,3.0,1,2.0,3.0,1.0,5.0,3,2.0,2.0,7.0,1.0,5.0,2.0,2.0,3.0
1.0,4.0,2.0,2.0,7.0,5.0,2.0,2.0,0.02582199256100913,5,4.0,1.0,7,5,13.0,2.0,1.0,4.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,4,2.0,2.0,0,3.0,1,2.0,1.0,2.0,1.0,1,2.0,2.0,12.0,1.0,5.0,2.0,1.0,1.0
1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.2257384063262133,5,1.0,2.0,1,5,10.0,4.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,3.0,1,1.0,2.0,1,2.0,2,2.0,2.0,1.0,5.0,3,2.0,1.0,11.0,4.0,4.0,2.0,2.0,1.0
1.0,1.0,2.0,1.0,7.0,1.0,1.0,2.0,1.933145691973366,9,1.0,1.0,3,3,9.0,4.0,1.0,5.0,2.0,5.0,2.0,2.0,2.0,1.0,4.0,3.0,2,2.0,1.0,0,3.0,1,2.0,2.0,1.0,1.0,1,1.0,1.0,1.0,4.0,4.0,2.0,2.0,3.0
2.0,1.0,2.0,2.0,7.0,4.0,2.0,2.0,-0.09873714579388229,11,1.0,1.0,1,4,4.0,4.0,1.0,4.0,1.0,5.0,3.0,2.0,2.0,1.0,4.0,3.0,3,2.0,2.0,0,3.0,1,1.0,2.0,2.0,5.0,3,2.0,1.0,97.0,2.0,4.0,1.0,2.0,4.0
2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.9590961862509841,1,1.0,2.0,1,4,12.0,4.0,1.0,5.0,2.0,5.0,3.0,2.0,1.0,2.0,1.0,1.0,2,1.0,2.0,1,3.0,2,2.0,2.0,1.0,5.0,1,2.0,1.0,4.0,2.0,2.0,2.0,2.0,3.0
2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,0.08170988852416228,10,1.0,2.0,1,5,10.0,2.0,2.0,2.0,1.0,5.0,3.0,2.0,2.0,2.0,1.0,1.0,3,2.0,2.0,0,4.0,2,2.0,3.0,1.0,1.0,2,2.0,1.0,5.0,3.0,4.0,2.0,2.0,3.0
1.0,1.0,2.0,2.0,7.0,1.0,2.0,2.0,0.02293418279902633,1,1.0,1.0,1,5,6.0,4.0,2.0,3.0,2.0,1.0,4.0,1.0,1.0,2.0,1.0,3.0,3,2.0,2.0,1,3.0,2,2.0,2.0,2.0,4.0,2,2.0,1.0,12.0,1.0,4.0,1.0,2.0,2.0
1.0,4.0,1.0,2.0,3.0,2.0,2.0,2.0,2.1436444813366435,9,3.0,1.0,1,5,13.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,3,2.0,2.0,0,1.0,1,1.0,4.0,1.0,1.0,4,3.0,2.0,97.0,3.0,5.0,2.0,2.0,2.0
2.0,2.0,2.0,2.0,1.0,6.0,1.0,2.0,3.211131194702537,10,1.0,2.0,1,5,8.0,3.0,2.0,3.0,2.0,5.0,2.0,1.0,2.0,2.0,1.0,3.0,3,2.0,2.0,1,3.0,2,2.0,2.0,2.0,1.0,2,2.0,1.0,2.0,2.0,5.0,2.0,2.0,3.0
2.0,1.0,2.0,2.0,1.0,6.0,1.0,2.0,0.12652374424551285,1,1.0,1.0,3,5,14.0,4.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,3,1.0,2.0,1,3.0,1,2.0,2.0,2.0,5.0,1,2.0,1.0,10.0,1.0,4.0,2.0,1.0,1.0
1.0,1.0,2.0,1.0,6.0,1.0,1.0,1.0,1.9606377853296897,2,1.0,2.0,3,4,8.0,4.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0,2,1.0,1.0,1,3.0,2,2.0,1.0,1.0,7.0,2,2.0,1.0,12.0,4.0,2.0,2.0,1.0,3.0
1.0,1.0,1.0,2.0,7.0,2.0,2.0,1.0,8.96065844225869,2,3.0,2.0,1,5,8.0,2.0,1.0,4.0,2.0,6.0,3.0,2.0,2.0,2.0,3.0,1.0,5,2.0,2.0,0,5.0,1,2.0,3.0,1.0,1.0,2,2.0,2.0,11.0,3.0,5.0,2.0,2.0,1.0
1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.2499439981484217,2,1.0,2.0,1,5,6.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1,1.0,1.0,0,2.0,1,2.0,2.0,1.0,5.0,1,2.0,1.0,7.0,4.0,3.0,2.0,2.0,2.0
2.0,2.0,2.0,2.0,7.0,6.0,2.0,2.0,-0.17781533736585858,10,1.0,2.0,4,2,17.0,5.0,1.0,2.0,1.0,5.0,4.0,1.0,2.0,2.0,1.0,3.0,3,1.0,2.0,1,3.0,1,2.0,2.0,2.0,1.0,2,2.0,1.0,12.0,3.0,4.0,2.0,2.0,2.0
1.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,1.8184192241461163,2,2.0,1.0,1,5,8.0,1.0,1.0,4.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,3.0,4,1.0,2.0,0,3.0,3,2.0,1.0,2.0,5.0,2,2.0,2.0,11.0,1.0,5.0,2.0,2.0,3.0
2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,-0.031379476234956655,9,1.0,1.0,6,4,7.0,4.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,4.0,1.0,1,1.0,2.0,1,1.0,2,2.0,1.0,2.0,4.0,4,2.0,1.0,7.0,4.0,2.0,2.0,1.0,3.0
2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.9244445362155362,12,4.0,2.0,1,2,8.0,3.0,1.0,4.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,4,2.0,2.0,0,5.0,2,1.0,1.0,2.0,6.0,2,2.0,2.0,97.0,1.0,5.0,2.0,2.0,1.0
2.0,1.0,2.0,1.0,7.0,1.0,1.0,2.0,0.08426669335872533,11,1.0,2.0,1,5,16.0,4.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,3.0,1,1.0,1.0,1,2.0,1,2.0,2.0,1.0,2.0,2,2.0,1.0,10.0,4.0,1.0,1.0,2.0,3.0
2.0,1.0,2.0,2.0,7.0,1.0,2.0,2.0,0.9200606159562578,11,2.0,1.0,1,6,12.0,5.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,5,2.0,2.0,0,2.0,2,2.0,1.0,2.0,7.0,2,2.0,1.0,7.0,3.0,3.0,2.0,2.0,4.0
1.0,1.0,2.0,1.0,7.0,6.0,2.0,2.0,-0.02880445029058695,11,1.0,1.0,1,2,12.0,4.0,1.0,3.0,2.0,5.0,5.0,2.0,2.0,2.0,5.0,8.0,1,2.0,2.0,0,2.0,1,2.0,1.0,2.0,3.0,2,2.0,1.0,2.0,3.0,4.0,2.0,2.0,4.0
1.0,2.0,1.0,1.0,1.0,6.0,1.0,2.0,-0.10011324416717622,7,1.0,2.0,5,5,17.0,4.0,2.0,3.0,2.0,1.0,4.0,2.0,2.0,2.0,5.0,2.0,1,1.0,2.0,0,2.0,1,2.0,2.0,1.0,1.0,2,1.0,2.0,10.0,4.0,3.0,2.0,1.0,1.0
1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.6949861681872787,12,2.0,2.0,1,6,13.0,4.0,1.0,3.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,4,2.0,1.0,0,3.0,2,2.0,2.0,1.0,1.0,2,2.0,2.0,7.0,1.0,4.0,2.0,2.0,2.0
2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,4.053443892173456,2,1.0,1.0,3,6,7.0,4.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,3,2.0,2.0,1,3.0,1,2.0,2.0,2.0,5.0,1,2.0,1.0,8.0,1.0,3.0,2.0,1.0,3.0
2.0,4.0,1.0,1.0,7.0,2.0,2.0,1.0,1.1994718160115956,1,2.0,2.0,1,5,7.0,3.0,1.0,4.0,2.0,5.0,1.0,2.0,2.0,1.0,1.0,2.0,3,2.0,1.0,0,3.0,1,2.0,1.0,1.0,5.0,4,2.0,1.0,8.0,1.0,5.0,2.0,2.0,3.0
1.0,2.0,1.0,2.0,7.0,2.0,1.0,2.0,6.819102189506852,11,3.0,2.0,1,2,9.0,5.0,1.0,4.0,2.0,6.0,2.0,1.0,2.0,2.0,4.0,3.0,3,2.0,2.0,0,2.0,1,2.0,2.0,2.0,1.0,4,2.0,2.0,8.0,3.0,5.0,2.0,2.0,2.0
1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.8468936322057043,9,1.0,2.0,1,6,8.0,4.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,6.0,3.0,1,1.0,2.0,1,2.0,2,2.0,2.0,1.0,5.0,2,2.0,1.0,97.0,4.0,1.0,2.0,2.0,1.0
2.0,1.0,2.0,2.0,4.0,1.0,2.0,2.0,0.8898533391809806,10,1.0,2.0,3,3,16.0,4.0,2.0,4.0,1.0,3.0,3.0,2.0,1.0,2.0,1.0,3.0,2,1.0,2.0,1,3.0,2,2.0,2.0,1.0,1.0,1,2.0,1.0,11.0,1.0,2.0,1.0,1.0,2.0
1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,0.7453252743977263,11,2.0,1.0,1,2,12.0,4.0,3.0,4.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,3,1.0,2.0,1,2.0,2,2.0,2.0,2.0,5.0,3,2.0,1.0,4.0,1.0,4.0,2.0,2.0,3.0
1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.190424284856211,5,4.0,2.0,1,5,11.0,4.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,8.0,5,2.0,2.0,0,3.0,2,1.0,3.0,1.0,1.0,2,2.0,2.0,9.0,2.0,5.0,2.0,2.0,1.0
1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0065698128924876,11,1.0,1.0,1,5,16.0,4.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,3.0,3,2.0,2.0,1,3.0,1,2.0,2.0,2.0,5.0,1,2.0,1.0,12.0,2.0,4.0,2.0,2.0,3.0
1.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,1.045596687170276,2,4.0,2.0,1,4,11.0,2.0,1.0,4.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,4,2.0,2.0,0,3.0,1,2.0,3.0,2.0,1.0,2,2.0,2.0,10.0,2.0,1.0,2.0,2.0,2.0
2.0,2.0,1.0,2.0,6.0,6.0,2.0,2.0,0.854229835216108,1,2.0,2.0,2,5,13.0,5.0,2.0,5.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,1.0,2,1.0,2.0,0,3.0,2,2.0,1.0,1.0,5.0,4,2.0,1.0,10.0,2.0,3.0,2.0,2.0,2.0
2.0,4.0,1.0,1.0,2.0,6.0,2.0,2.0,1.9137092476096065,1,4.0,2.0,1,1,7.0,1.0,1.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0,5.0,1.0,5,2.0,2.0,0,2.0,1,2.0,1.0,1.0,2.0,3,2.0,2.0,5.0,1.0,5.0,2.0,2.0,1.0
1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,-0.06295663974738745,2,2.0,2.0,1,1,8.0,3.0,2.0,2.0,1.0,4.0,5.0,1.0,1.0,2.0,1.0,3.0,3,2.0,2.0,1,4.0,1,2.0,2.0,2.0,5.0,2,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0
1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,3.803485280599759,9,1.0,2.0,1,6,17.0,4.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1,2.0,2.0,1,3.0,2,2.0,2.0,1.0,1.0,2,2.0,1.0,9.0,4.0,3.0,1.0,2.0,5.0
2.0,1.0,2.0,2.0,6.0,1.0,2.0,1.0,0.9320917104467713,10,4.0,1.0,4,3,17.0,4.0,5.0,4.0,2.0,5.0,2.0,2.0,2.0,2.0,1.0,3.0,1,1.0,2.0,0,4.0,1,2.0,4.0,1.0,3.0,1,2.0,1.0,97.0,1.0,6.0,2.0,2.0,1.0
2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.14866020378508,11,3.0,2.0,1,4,11.0,2.0,1.0,4.0,2.0,5.0,3.0,1.0,2.0,2.0,1.0,3.0,4,2.0,2.0,0,3.0,1,2.0,3.0,2.0,5.0,4,2.0,2.0,6.0,1.0,5.0,2.0,2.0,1.0
2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,-0.19612526895077353,1,3.0,2.0,1,3,13.0,2.0,1.0,3.0,2.0,4.0,4.0,2.0,2.0,2.0,1.0,3.0,5,2.0,2.0,0,4.0,1,2.0,3.0,1.0,5.0,3,2.0,1.0,11.0,2.0,5.0,2.0,2.0,3.0
2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,-0.0639589140002425,11,1.0,1.0,1,3,13.0,4.0,2.0,3.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,8.0,2,2.0,2.0,1,3.0,2,2.0,1.0,2.0,5.0,2,2.0,2.0,6.0,4.0,4.0,1.0,2.0,2.0
1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.734159969308301,9,1.0,2.0,2,5,16.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,2,2.0,2.0,1,3.0,1,2.0,2.0,1.0,1.0,2,2.0,1.0,14.0,4.0,3.0,2.0,2.0,3.0
2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,5.095287037985474,11,4.0,2.0,1,1,10.0,2.0,1.0,4.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,3,1.0,2.0,0,2.0,1,2.0,3.0,1.0,5.0,4,2.0,2.0,3.0,3.0,5.0,2.0,1.0,3.0
2.0,1.0,2.0,1.0,7.0,1.0,1.0,1.0,1.8585668435939888,12,2.0,2.0,1,2,8.0,4.0,1.0,4.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,3.0,3,2.0,2.0,1,4.0,2,2.0,1.0,1.0,1.0,4,2.0,2.0,2.0,4.0,4.0,2.0,2.0,4.0
2.0,3.0,1.0,2.0,7.0,6.0,1.0,2.0,-0.012577489317598433,11,5.0,1.0,1,5,1.0,1.0,1.0,4.0,1.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,5,2.0,2.0,0,2.0,1,2.0,1.0,2.0,9.0,2,2.0,2.0,10.0,2.0,5.0,2.0,2.0,1.0
2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.6698009903760716E-4,11,1.0,2.0,1,2,6.0,4.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,1,2.0,2.0,1,3.0,1,2.0,1.0,1.0,5.0,2,2.0,1.0,2.0,4.0,4.0,2.0,2.0,2.0
1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.9101777854190622,1,4.0,2.0,1,3,6.0,2.0,1.0,4.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,8.0,3,2.0,2.0,0,3.0,2,2.0,3.0,2.0,1.0,3,2.0,2.0,6.0,1.0,5.0,2.0,1.0,2.0
1.0,4.0,2.0,2.0,7.0,3.0,1.0,2.0,-0.010322027234914984,1,1.0,1.0,2,2,5.0,1.0,1.0,3.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,3.0,3,1.0,2.0,1,2.0,1,2.0,2.0,1.0,6.0,1,2.0,1.0,3.0,2.0,4.0,2.0,2.0,1.0
2.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,1.7940191541256552,1,2.0,1.0,2,5,17.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,3,1.0,2.0,1,2.0,2,2.0,2.0,1.0,5.0,2,2.0,1.0,4.0,1.0,5.0,2.0,2.0,2.0
1.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,-0.16877207737108887,1,2.0,1.0,2,4,17.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,6.0,3.0,3,2.0,2.0,1,4.0,2,2.0,1.0,2.0,5.0,2,2.0,1.0,4.0,1.0,4.0,2.0,2.0,1.0
1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.2152192871439726,2,1.0,2.0,3,2,3.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0,2,1.0,1.0,1,1.0,1,2.0,2.0,1.0,1.0,2,2.0,1.0,13.0,1.0,1.0,2.0,2.0,1.0
1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0009101159256235,1,3.0,2.0,1,4,5.0,2.0,1.0,4.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,5,1.0,2.0,0,3.0,2,2.0,3.0,2.0,5.0,3,2.0,1.0,6.0,2.0,5.0,2.0,2.0,2.0
1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.072299560645223,1,3.0,2.0,1,3,12.0,1.0,1.0,4.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,4,2.0,2.0,0,4.0,2,2.0,2.0,2.0,5.0,4,2.0,1.0,9.0,2.0,5.0,2.0,2.0,2.0
