numchildren,CC22_300d_3,CC22_300d_1,CC22_300d_4,CC22_300d_6,CC22_300d_5,CC22_300d_2,CC22_309f,hispanic,CC22_300b_7,CC22_302,pew_religimp,faminc_new,CC22_327a,transgender,urbancity,employ,CC22_360,CC22_300b_8,gender4,CC22_303,CC22_320a,CC22_300b_2,ideo5,gunown,sexuality,CC22_300b_6,CC22_309e,marstat,CC22_300b_4,CC22_320b,CC22_304,CC22_320c,industry,educ,race,CC22_300b_1,CC22_333,religpew,CC22_300b_3,presvote20post,presvote16post,CC22_300b_5,CC22_306,investor
3.7982882454349434,2.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,4.0,1.0,13.0,1.0,2.0,1,8.0,2.0,2.0,2,3.0,0,2.0,3,3.0,1.0,2.0,3.0,1.0,2.0,3.0,2.0,5.0,8.0,5,1,2.0,3.0,11,1.0,1.0,7.0,2.0,1.0,1.0
1.7896746231971181,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,10.0,1.0,2.0,1,5.0,3.0,2.0,2,5.0,0,2.0,6,3.0,4.0,2.0,3.0,5.0,1.0,5.0,3.0,5.0,3.0,5,1,2.0,3.0,11,1.0,1.0,7.0,2.0,2.0,2.0
2.2831808352115335,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1,1.0,2.0,2.0,2,3.0,0,2.0,4,3.0,1.0,2.0,3.0,4.0,2.0,5.0,5.0,5.0,12.0,2,1,1.0,5.0,11,2.0,1.0,7.0,2.0,4.0,2.0
3.31635786151607,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,9.0,1.0,2.0,2,3.0,3.0,2.0,2,3.0,0,2.0,3,3.0,1.0,2.0,4.0,5.0,2.0,3.0,1.0,4.0,7.0,2,1,1.0,5.0,12,2.0,6.0,1.0,2.0,1.0,2.0
3.0247615394315046,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,5.0,2.0,2.0,2,2.0,3.0,2.0,2,5.0,0,2.0,5,2.0,1.0,2.0,4.0,1.0,2.0,4.0,1.0,3.0,7.0,5,1,2.0,4.0,2,2.0,2.0,7.0,1.0,1.0,2.0
3.005731052712185,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,5.0,1.0,6.0,2.0,2.0,3,5.0,3.0,2.0,2,3.0,0,2.0,4,1.0,1.0,2.0,2.0,1.0,2.0,4.0,1.0,1.0,16.0,5,1,2.0,4.0,1,1.0,2.0,7.0,1.0,1.0,1.0
3.6502227310287876,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,5.0,1.0,5.0,2.0,2.0,2,5.0,3.0,2.0,1,3.0,0,2.0,3,1.0,1.0,2.0,2.0,1.0,2.0,4.0,1.0,1.0,9.0,6,6,2.0,4.0,1,2.0,2.0,2.0,1.0,4.0,2.0
1.9674592849981725,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,5.0,1.0,97.0,2.0,2.0,4,1.0,1.0,2.0,1,4.0,0,2.0,4,1.0,1.0,2.0,3.0,1.0,2.0,4.0,2.0,1.0,9.0,5,1,2.0,4.0,1,2.0,2.0,2.0,1.0,2.0,1.0
3.668229960684088,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,5.0,1.0,12.0,2.0,2.0,2,1.0,1.0,1.0,1,3.0,0,2.0,5,2.0,6.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,7.0,3,1,2.0,3.0,1,2.0,2.0,3.0,1.0,4.0,1.0
3.7947921413003725,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,5.0,2.0,11.0,1.0,2.0,2,1.0,3.0,2.0,2,5.0,0,2.0,4,3.0,1.0,2.0,3.0,1.0,2.0,4.0,1.0,2.0,15.0,4,7,1.0,5.0,1,2.0,2.0,2.0,1.0,1.0,1.0
3.323626286057293,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,8.0,2.0,2.0,2,1.0,3.0,2.0,2,5.0,1,2.0,4,3.0,1.0,2.0,2.0,1.0,2.0,4.0,1.0,3.0,6.0,5,1,2.0,5.0,2,2.0,2.0,2.0,1.0,1.0,1.0
2.120395256048461,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,5.0,1.0,12.0,2.0,2.0,2,2.0,3.0,1.0,2,4.0,0,2.0,4,1.0,1.0,2.0,1.0,5.0,2.0,4.0,1.0,1.0,12.0,5,1,2.0,3.0,1,2.0,6.0,2.0,1.0,4.0,1.0
4.022576031711797,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,5.0,1.0,10.0,2.0,2.0,1,1.0,1.0,1.0,1,3.0,0,2.0,5,3.0,1.0,2.0,3.0,1.0,2.0,4.0,1.0,1.0,7.0,2,1,2.0,3.0,1,1.0,2.0,2.0,1.0,1.0,1.0
3.585454636588714,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,5.0,2.0,9.0,2.0,2.0,4,5.0,3.0,2.0,1,3.0,0,2.0,5,3.0,1.0,2.0,2.0,3.0,2.0,4.0,1.0,2.0,7.0,3,1,2.0,3.0,1,2.0,2.0,2.0,1.0,2.0,1.0
2.0841815008128206,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,5.0,2.0,10.0,2.0,2.0,3,5.0,4.0,1.0,1,5.0,0,2.0,4,1.0,1.0,2.0,3.0,3.0,2.0,4.0,1.0,2.0,4.0,6,1,2.0,4.0,1,2.0,2.0,7.0,1.0,1.0,2.0
2.516651269293683,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,5.0,1.0,7.0,2.0,2.0,2,1.0,3.0,2.0,1,3.0,0,2.0,5,3.0,6.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,17.0,5,1,2.0,4.0,1,2.0,2.0,2.0,2.0,4.0,2.0
2.1296177099188105,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,5.0,1.0,6.0,2.0,2.0,4,1.0,1.0,2.0,2,3.0,0,2.0,5,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,3.0,8.0,3,2,2.0,5.0,1,2.0,2.0,2.0,2.0,4.0,1.0
1.3912600750783868,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,9.0,2.0,2.0,1,4.0,3.0,2.0,2,3.0,0,1.0,4,1.0,1.0,2.0,2.0,1.0,2.0,4.0,1.0,2.0,5.0,6,1,1.0,4.0,2,2.0,2.0,2.0,1.0,1.0,1.0
3.2255800375086103,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,5.0,1.0,97.0,2.0,2.0,1,1.0,3.0,1.0,1,2.0,0,2.0,5,1.0,1.0,2.0,3.0,3.0,2.0,4.0,1.0,2.0,16.0,6,1,2.0,4.0,3,2.0,2.0,2.0,1.0,2.0,2.0
1.739027778116405,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,5.0,3.0,8.0,2.0,2.0,1,5.0,3.0,2.0,1,4.0,0,1.0,4,8.0,1.0,2.0,3.0,1.0,2.0,4.0,1.0,2.0,10.0,4,1,2.0,3.0,11,2.0,2.0,2.0,1.0,2.0,1.0
3.3852109641854944,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,97.0,2.0,2.0,4,4.0,3.0,2.0,1,3.0,0,2.0,5,3.0,1.0,2.0,3.0,5.0,2.0,4.0,1.0,2.0,7.0,5,1,1.0,3.0,2,2.0,2.0,2.0,1.0,1.0,1.0
3.433673642872937,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,5.0,1.0,11.0,2.0,2.0,4,1.0,3.0,2.0,1,4.0,1,2.0,5,1.0,1.0,2.0,1.0,1.0,2.0,4.0,1.0,3.0,4.0,5,1,2.0,4.0,2,1.0,2.0,2.0,1.0,1.0,1.0
3.4443973705039044,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,5.0,2.0,5.0,2.0,2.0,1,5.0,3.0,2.0,1,3.0,0,2.0,5,3.0,1.0,2.0,1.0,1.0,2.0,4.0,1.0,4.0,17.0,5,1,2.0,3.0,2,1.0,2.0,2.0,1.0,2.0,1.0
1.1349494027994782,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,5.0,1.0,8.0,2.0,2.0,3,7.0,3.0,1.0,1,4.0,0,1.0,3,8.0,1.0,2.0,2.0,3.0,2.0,4.0,1.0,3.0,17.0,5,1,2.0,5.0,2,2.0,2.0,2.0,1.0,2.0,1.0
4.076824834429864,2.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,5.0,2.0,6.0,2.0,2.0,2,1.0,3.0,2.0,1,3.0,0,2.0,4,3.0,1.0,2.0,3.0,1.0,2.0,4.0,1.0,1.0,7.0,2,7,2.0,4.0,1,2.0,2.0,2.0,1.0,1.0,1.0
4.40389671544959,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,5.0,1.0,5.0,2.0,2.0,4,5.0,3.0,2.0,2,3.0,0,2.0,5,2.0,1.0,2.0,5.0,1.0,2.0,4.0,1.0,4.0,17.0,5,1,1.0,3.0,1,2.0,2.0,2.0,1.0,1.0,2.0
2.028303026788082,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,10.0,2.0,2.0,2,1.0,3.0,2.0,2,5.0,0,2.0,3,1.0,4.0,2.0,1.0,1.0,2.0,4.0,1.0,1.0,8.0,5,1,2.0,5.0,1,1.0,2.0,2.0,1.0,4.0,1.0
2.1529588103554747,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,4.0,1.0,6.0,2.0,2.0,2,1.0,1.0,2.0,2,4.0,0,2.0,4,3.0,1.0,2.0,3.0,1.0,2.0,4.0,1.0,2.0,5.0,6,1,1.0,4.0,1,2.0,2.0,2.0,1.0,1.0,1.0
3.5338827160461808,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,5.0,2.0,4.0,2.0,2.0,2,5.0,3.0,2.0,1,3.0,0,2.0,4,1.0,1.0,2.0,4.0,1.0,2.0,4.0,1.0,2.0,8.0,5,2,2.0,4.0,2,2.0,2.0,2.0,1.0,1.0,1.0
2.9163422376469255,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,9.0,2.0,2.0,4,5.0,3.0,2.0,2,4.0,0,2.0,5,1.0,1.0,2.0,1.0,1.0,2.0,4.0,1.0,1.0,10.0,5,1,2.0,4.0,2,2.0,2.0,2.0,1.0,4.0,2.0
3.7200777170478467,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,8.0,2.0,2.0,4,1.0,3.0,2.0,2,3.0,0,2.0,4,3.0,1.0,2.0,2.0,1.0,2.0,4.0,1.0,2.0,10.0,5,1,1.0,4.0,1,1.0,2.0,2.0,1.0,4.0,2.0
1.082451998587367,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,4.0,2.0,9.0,2.0,2.0,2,5.0,3.0,2.0,1,4.0,0,2.0,1,3.0,1.0,2.0,3.0,1.0,2.0,4.0,1.0,1.0,7.0,2,1,2.0,3.0,1,2.0,2.0,7.0,1.0,2.0,1.0
1.8981755528628579,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,9.0,2.0,2.0,3,1.0,3.0,1.0,1,3.0,0,2.0,4,1.0,1.0,2.0,3.0,4.0,2.0,4.0,1.0,1.0,4.0,5,1,2.0,3.0,1,2.0,2.0,2.0,1.0,2.0,1.0
2.8130079337436964,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,5.0,1.0,7.0,2.0,2.0,4,5.0,1.0,1.0,1,5.0,0,2.0,4,3.0,1.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,6.0,3,8,2.0,2.0,1,2.0,2.0,2.0,1.0,1.0,1.0
2.1015027137630575,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,5.0,1.0,4.0,2.0,2.0,4,5.0,3.0,2.0,2,3.0,0,2.0,5,8.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,16.0,3,1,2.0,2.0,1,2.0,2.0,2.0,1.0,1.0,1.0
2.8761312557474468,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,97.0,2.0,2.0,1,5.0,2.0,2.0,2,5.0,0,2.0,5,1.0,1.0,2.0,2.0,1.0,2.0,4.0,1.0,2.0,17.0,6,1,2.0,4.0,2,2.0,2.0,2.0,1.0,1.0,1.0
2.6252553187695367,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,5.0,1.0,12.0,2.0,2.0,3,5.0,3.0,2.0,1,3.0,0,1.0,5,1.0,1.0,1.0,2.0,1.0,2.0,4.0,2.0,1.0,6.0,5,1,2.0,3.0,2,2.0,2.0,2.0,1.0,4.0,1.0
3.764048182866122,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,5.0,1.0,11.0,2.0,2.0,4,5.0,3.0,2.0,2,3.0,0,2.0,4,2.0,1.0,2.0,2.0,1.0,2.0,4.0,1.0,1.0,13.0,3,1,1.0,4.0,2,2.0,2.0,2.0,2.0,1.0,1.0
3.261050672430836,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,5.0,2.0,9.0,2.0,2.0,2,1.0,1.0,2.0,1,4.0,0,2.0,4,1.0,1.0,2.0,2.0,1.0,2.0,4.0,1.0,3.0,12.0,2,1,1.0,3.0,3,2.0,2.0,2.0,1.0,2.0,1.0
3.8977799386072274,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,5.0,2.0,11.0,2.0,2.0,2,5.0,3.0,2.0,1,4.0,0,2.0,4,1.0,6.0,2.0,2.0,1.0,2.0,4.0,1.0,1.0,10.0,6,1,2.0,3.0,1,2.0,2.0,2.0,1.0,1.0,2.0
2.982596694416242,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,5.0,1.0,4.0,2.0,2.0,1,5.0,3.0,2.0,1,3.0,0,2.0,4,8.0,1.0,2.0,3.0,1.0,2.0,4.0,1.0,2.0,15.0,6,1,2.0,2.0,12,2.0,2.0,2.0,2.0,2.0,2.0
2.7141849600510115,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,4.0,12.0,2.0,2.0,1,1.0,3.0,2.0,2,2.0,0,1.0,5,1.0,1.0,2.0,4.0,1.0,2.0,4.0,1.0,2.0,11.0,5,7,2.0,3.0,1,2.0,2.0,2.0,1.0,4.0,1.0
2.633638065533038,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,12.0,2.0,2.0,2,1.0,3.0,2.0,1,4.0,0,1.0,4,8.0,1.0,2.0,3.0,1.0,2.0,4.0,1.0,1.0,10.0,3,1,2.0,4.0,1,2.0,2.0,2.0,1.0,1.0,2.0
3.606715430668417,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,5.0,1.0,8.0,2.0,2.0,1,1.0,3.0,2.0,1,5.0,0,2.0,5,3.0,1.0,2.0,2.0,5.0,2.0,2.0,1.0,1.0,3.0,2,1,2.0,3.0,1,2.0,2.0,2.0,1.0,1.0,1.0
3.078694077382988,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,5.0,1.0,11.0,2.0,2.0,2,5.0,3.0,2.0,2,3.0,0,2.0,5,3.0,1.0,2.0,4.0,1.0,2.0,3.0,5.0,3.0,15.0,5,1,2.0,3.0,8,2.0,2.0,2.0,2.0,2.0,1.0
1.9149028946128996,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,5.0,1.0,10.0,2.0,2.0,2,5.0,3.0,2.0,1,3.0,0,2.0,5,3.0,1.0,2.0,3.0,1.0,2.0,4.0,1.0,2.0,17.0,4,1,2.0,4.0,1,2.0,2.0,2.0,1.0,4.0,1.0
2.035903759528213,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,5.0,1.0,8.0,2.0,2.0,4,5.0,3.0,2.0,1,5.0,0,2.0,5,1.0,4.0,2.0,3.0,1.0,2.0,4.0,1.0,4.0,5.0,6,1,2.0,3.0,5,2.0,2.0,2.0,2.0,1.0,1.0
3.368656676072664,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,9.0,2.0,2.0,2,1.0,3.0,2.0,2,4.0,0,1.0,5,8.0,1.0,2.0,3.0,1.0,2.0,4.0,1.0,1.0,6.0,2,1,2.0,4.0,2,2.0,2.0,2.0,1.0,2.0,1.0
3.1076874501805,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,5.0,1.0,9.0,2.0,2.0,2,5.0,3.0,2.0,1,5.0,0,2.0,3,3.0,1.0,2.0,3.0,3.0,2.0,4.0,1.0,1.0,14.0,2,1,1.0,4.0,2,2.0,2.0,2.0,1.0,4.0,1.0
2.5406330664161096,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,5.0,3.0,7.0,2.0,2.0,3,5.0,3.0,2.0,2,3.0,0,2.0,4,8.0,1.0,2.0,3.0,1.0,2.0,4.0,1.0,2.0,10.0,4,1,1.0,2.0,1,2.0,2.0,2.0,1.0,4.0,2.0
2.8903999248568595,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,5.0,2.0,6.0,2.0,2.0,2,1.0,3.0,2.0,1,3.0,0,2.0,5,3.0,6.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,5.0,5,1,2.0,4.0,2,2.0,2.0,2.0,1.0,2.0,2.0
1.241714862303955,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,5.0,3.0,12.0,2.0,2.0,4,2.0,3.0,2.0,1,4.0,0,2.0,3,8.0,1.0,2.0,1.0,1.0,2.0,4.0,1.0,1.0,12.0,5,1,2.0,2.0,1,1.0,5.0,2.0,1.0,2.0,2.0
3.1890471755299794,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,5.0,4.0,9.0,2.0,2.0,4,1.0,3.0,2.0,1,5.0,0,2.0,5,3.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,15.0,5,1,2.0,3.0,12,2.0,2.0,2.0,1.0,2.0,1.0
1.6628392944958414,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,5.0,1.0,6.0,2.0,2.0,2,1.0,3.0,2.0,2,2.0,1,2.0,5,1.0,1.0,2.0,2.0,1.0,2.0,4.0,1.0,2.0,8.0,4,1,2.0,2.0,1,2.0,2.0,2.0,1.0,4.0,2.0
2.028841515063925,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,13.0,2.0,2.0,2,1.0,1.0,2.0,1,2.0,0,2.0,4,8.0,1.0,2.0,2.0,1.0,2.0,4.0,1.0,4.0,7.0,3,2,2.0,5.0,1,2.0,2.0,2.0,1.0,1.0,2.0
2.9803128185725902,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,97.0,2.0,2.0,1,5.0,3.0,2.0,2,4.0,0,2.0,3,3.0,1.0,2.0,1.0,1.0,2.0,4.0,1.0,3.0,6.0,2,1,2.0,4.0,2,2.0,2.0,2.0,1.0,1.0,1.0
3.353296624624005,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,7.0,2.0,2.0,2,1.0,3.0,2.0,2,3.0,0,2.0,4,3.0,1.0,2.0,2.0,1.0,2.0,4.0,1.0,4.0,17.0,6,1,1.0,4.0,1,2.0,2.0,2.0,1.0,1.0,1.0
3.5336444402981093,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,5.0,2.0,6.0,2.0,2.0,2,5.0,3.0,2.0,1,2.0,0,2.0,4,1.0,1.0,2.0,2.0,1.0,2.0,4.0,1.0,2.0,3.0,6,1,2.0,3.0,1,2.0,2.0,2.0,1.0,2.0,1.0
4.723378429457415,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,5.0,1.0,8.0,2.0,2.0,2,1.0,2.0,2.0,1,4.0,0,2.0,5,1.0,1.0,2.0,3.0,1.0,2.0,4.0,1.0,2.0,17.0,3,1,2.0,3.0,2,2.0,2.0,2.0,1.0,3.0,1.0
3.3879750784282576,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,5.0,2.0,9.0,2.0,2.0,2,1.0,3.0,2.0,1,3.0,0,2.0,5,1.0,1.0,2.0,4.0,5.0,2.0,4.0,1.0,5.0,8.0,5,3,2.0,3.0,2,2.0,2.0,2.0,1.0,2.0,1.0
4.348571271723042,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,4.0,10.0,2.0,2.0,5,5.0,3.0,2.0,1,3.0,0,2.0,5,2.0,1.0,2.0,2.0,1.0,2.0,4.0,1.0,2.0,7.0,6,1,2.0,3.0,1,2.0,2.0,2.0,2.0,4.0,2.0
2.018274006632013,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,5.0,1.0,5.0,2.0,2.0,2,5.0,3.0,2.0,1,3.0,0,2.0,4,1.0,1.0,2.0,3.0,1.0,2.0,4.0,1.0,2.0,16.0,5,1,1.0,3.0,1,2.0,2.0,2.0,1.0,4.0,1.0
3.5481886497615056,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,5.0,1.0,97.0,2.0,2.0,1,1.0,3.0,2.0,2,3.0,0,2.0,4,8.0,1.0,2.0,1.0,1.0,2.0,4.0,1.0,1.0,17.0,3,1,2.0,4.0,1,2.0,2.0,2.0,1.0,1.0,2.0
1.3723624747430607,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,5.0,1.0,9.0,2.0,2.0,4,5.0,3.0,1.0,1,3.0,0,2.0,4,3.0,1.0,2.0,3.0,1.0,2.0,4.0,1.0,1.0,17.0,6,1,1.0,4.0,1,2.0,2.0,2.0,1.0,3.0,1.0
4.707951233895576,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,97.0,2.0,2.0,1,5.0,3.0,2.0,1,3.0,0,2.0,3,3.0,1.0,2.0,3.0,2.0,2.0,4.0,1.0,2.0,8.0,3,1,2.0,5.0,1,2.0,2.0,2.0,1.0,1.0,1.0
3.1359194553917757,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,6.0,2.0,2.0,4,1.0,3.0,2.0,1,3.0,0,2.0,5,1.0,1.0,2.0,4.0,1.0,2.0,4.0,1.0,1.0,16.0,2,1,2.0,3.0,1,2.0,2.0,2.0,2.0,1.0,1.0
3.2986214162670384,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,4.0,4.0,2.0,2.0,4,1.0,3.0,2.0,3,3.0,0,2.0,4,1.0,1.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,8.0,3,1,2.0,4.0,2,2.0,2.0,2.0,1.0,4.0,1.0
