numchildren,CC22_300d_5,CC22_300d_2,CC22_300d_1,gunown,transgender,sexuality,industry,presvote16post,faminc_new,marstat,religpew,pew_religimp,investor,employ,ideo5,presvote20post,urbancity,CC22_360,CC22_333,CC22_327a,CC22_320c,CC22_320b,CC22_320a,CC22_309f,CC22_309e,CC22_306,CC22_304,CC22_303,CC22_302,CC22_300d_6,CC22_300d_4,CC22_300d_3,CC22_300b_8,CC22_300b_7,CC22_300b_6,CC22_300b_5,CC22_300b_4,CC22_300b_3,CC22_300b_2,CC22_300b_1,hispanic,race,educ,gender4
2.0996194886059394,2.0,2.0,2.0,3.0,2.0,1.0,6.0,7.0,1.0,5.0,11,1.0,2.0,6.0,3,1.0,1,2.0,3.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,7,2,1
1.9788658416674971,2.0,2.0,2.0,3.0,2.0,1.0,10.0,1.0,6.0,5.0,1,1.0,2.0,5.0,3,6.0,4,1.0,1.0,1.0,4.0,2.0,3.0,1.0,2.0,1.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1,2,2
1.9968687578121231,2.0,2.0,2.0,3.0,2.0,1.0,14.0,7.0,97.0,4.0,1,1.0,2.0,6.0,3,1.0,2,2.0,3.0,1.0,5.0,5.0,2.0,1.0,3.0,1.0,2.0,1.0,6.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1,1,1
2.0129220023294483,2.0,2.0,2.0,3.0,2.0,1.0,8.0,7.0,1.0,3.0,12,1.0,2.0,6.0,2,1.0,4,2.0,3.0,1.0,3.0,5.0,1.0,5.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1,5,2
1.784273497248851,2.0,2.0,2.0,3.0,2.0,1.0,7.0,1.0,3.0,5.0,1,1.0,2.0,6.0,3,6.0,1,2.0,2.0,1.0,5.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2,2,2
1.9595805684529681,2.0,2.0,2.0,8.0,2.0,1.0,10.0,7.0,2.0,5.0,11,2.0,2.0,6.0,2,6.0,4,2.0,2.0,1.0,5.0,5.0,1.0,3.0,5.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2,3,2
1.9443435680046137,2.0,2.0,2.0,3.0,2.0,1.0,8.0,7.0,8.0,2.0,1,1.0,2.0,3.0,2,6.0,1,1.0,3.0,1.0,2.0,2.0,1.0,4.0,4.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2,2,2
1.8847484662150351,2.0,2.0,2.0,3.0,2.0,1.0,9.0,7.0,97.0,5.0,11,1.0,2.0,6.0,3,6.0,3,2.0,2.0,1.0,4.0,2.0,1.0,3.0,4.0,1.0,1.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1,2,1
1.8270009249604158,2.0,2.0,2.0,3.0,2.0,1.0,7.0,7.0,3.0,4.0,2,3.0,2.0,6.0,2,1.0,1,2.0,1.0,1.0,2.0,2.0,1.0,4.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1,2,1
1.984981301333014,2.0,2.0,2.0,3.0,2.0,1.0,6.0,1.0,3.0,3.0,1,1.0,2.0,6.0,2,1.0,1,2.0,2.0,1.0,4.0,3.0,1.0,4.0,3.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,3,1
1.9701612668587103,2.0,2.0,2.0,3.0,2.0,1.0,8.0,1.0,4.0,5.0,11,1.0,2.0,2.0,3,1.0,1,2.0,1.0,1.0,4.0,2.0,2.0,4.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1,3,2
2.2577969018989665,2.0,2.0,2.0,3.0,2.0,1.0,8.0,1.0,6.0,3.0,1,3.0,1.0,6.0,2,1.0,1,2.0,2.0,1.0,4.0,2.0,1.0,3.0,4.0,1.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1,3,2
1.831807189759787,2.0,1.0,2.0,1.0,2.0,1.0,6.0,1.0,97.0,4.0,11,1.0,2.0,6.0,3,1.0,1,2.0,1.0,1.0,4.0,2.0,2.0,5.0,4.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1,4,1
1.794576477140815,2.0,2.0,2.0,3.0,2.0,1.0,8.0,1.0,2.0,5.0,12,1.0,1.0,9.0,2,1.0,1,2.0,1.0,1.0,4.0,2.0,1.0,1.0,5.0,1.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1,2,2
1.973558439307213,2.0,1.0,2.0,3.0,2.0,3.0,7.0,2.0,4.0,1.0,12,2.0,2.0,5.0,2,1.0,3,2.0,2.0,1.0,4.0,2.0,2.0,3.0,3.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,6,3,1
1.9542930436043415,2.0,1.0,2.0,3.0,2.0,1.0,12.0,7.0,4.0,3.0,12,3.0,2.0,5.0,2,1.0,3,2.0,1.0,1.0,4.0,4.0,2.0,4.0,3.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1,6,1
1.8336285908446357,2.0,2.0,2.0,3.0,2.0,3.0,4.0,1.0,3.0,1.0,1,2.0,1.0,1.0,1,1.0,3,2.0,1.0,2.0,4.0,2.0,2.0,3.0,5.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,2
1.8427862106680692,2.0,2.0,2.0,3.0,2.0,1.0,7.0,1.0,3.0,4.0,1,2.0,2.0,5.0,3,1.0,4,2.0,1.0,1.0,4.0,2.0,1.0,4.0,4.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,2
1.9666399732081776,2.0,1.0,2.0,3.0,2.0,1.0,12.0,1.0,1.0,4.0,1,4.0,2.0,5.0,1,1.0,3,2.0,1.0,1.0,3.0,2.0,1.0,3.0,3.0,2.0,1.0,3.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2,2,2
1.8896192896941535,2.0,2.0,2.0,3.0,2.0,6.0,10.0,1.0,2.0,3.0,12,3.0,2.0,6.0,2,1.0,3,2.0,1.0,1.0,2.0,3.0,1.0,3.0,4.0,1.0,1.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2,3,2
1.8746774361707328,2.0,2.0,2.0,3.0,2.0,1.0,15.0,1.0,5.0,5.0,1,1.0,2.0,1.0,2,1.0,2,2.0,1.0,1.0,3.0,2.0,1.0,4.0,4.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1,2,2
2.052974542951815,2.0,2.0,2.0,3.0,2.0,1.0,5.0,7.0,3.0,3.0,1,1.0,1.0,5.0,2,1.0,2,2.0,2.0,1.0,4.0,1.0,2.0,1.0,3.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1,2,2
2.3474461490645195,2.0,2.0,2.0,3.0,2.0,1.0,9.0,1.0,97.0,2.0,1,1.0,2.0,6.0,2,1.0,1,2.0,2.0,1.0,4.0,3.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1,3,1
2.0466988964246893,2.0,2.0,2.0,1.0,2.0,1.0,7.0,1.0,97.0,3.0,1,3.0,1.0,5.0,3,1.0,2,2.0,2.0,1.0,4.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,5,3,2
1.8986254739211046,2.0,2.0,2.0,3.0,2.0,1.0,15.0,1.0,97.0,4.0,12,2.0,1.0,5.0,2,1.0,2,2.0,1.0,1.0,2.0,4.0,2.0,3.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1,5,2
2.000403539837811,2.0,2.0,2.0,3.0,2.0,1.0,16.0,1.0,97.0,6.0,11,2.0,2.0,5.0,3,1.0,2,2.0,1.0,1.0,4.0,2.0,2.0,5.0,4.0,1.0,1.0,3.0,4.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2,2,2
2.0133549971742677,2.0,2.0,2.0,1.0,2.0,1.0,8.0,1.0,4.0,3.0,1,1.0,2.0,6.0,2,1.0,2,2.0,1.0,1.0,4.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,3,2
2.0550949869514747,2.0,2.0,2.0,1.0,2.0,1.0,5.0,1.0,2.0,4.0,1,2.0,2.0,5.0,3,1.0,2,2.0,1.0,1.0,4.0,1.0,1.0,4.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2,2,2
1.9179164045001955,2.0,2.0,2.0,1.0,2.0,1.0,9.0,1.0,5.0,5.0,12,3.0,2.0,5.0,2,1.0,4,2.0,2.0,1.0,4.0,3.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1,3,2
2.204654375155938,2.0,2.0,2.0,2.0,2.0,1.0,8.0,1.0,2.0,5.0,1,3.0,2.0,5.0,1,1.0,2,2.0,1.0,1.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1,4,1
1.9557267154845948,2.0,2.0,2.0,3.0,2.0,1.0,9.0,1.0,97.0,6.0,11,2.0,2.0,6.0,1,1.0,1,2.0,1.0,1.0,2.0,2.0,1.0,4.0,5.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1,3,2
2.000385751890823,2.0,2.0,2.0,3.0,2.0,1.0,2.0,7.0,7.0,3.0,1,2.0,2.0,4.0,2,1.0,2,2.0,1.0,1.0,4.0,3.0,1.0,2.0,5.0,1.0,1.0,3.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,7,4,1
1.9813303374848432,2.0,2.0,2.0,1.0,2.0,1.0,6.0,7.0,5.0,5.0,11,1.0,2.0,6.0,2,1.0,4,4.0,2.0,1.0,4.0,4.0,1.0,3.0,4.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1,5,1
2.068437702967339,2.0,2.0,2.0,3.0,2.0,1.0,6.0,1.0,5.0,5.0,5,2.0,2.0,1.0,2,1.0,3,2.0,1.0,1.0,4.0,3.0,1.0,4.0,3.0,1.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1,2,2
1.8971449428069878,1.0,2.0,2.0,3.0,2.0,1.0,10.0,1.0,4.0,3.0,2,2.0,2.0,5.0,2,1.0,4,1.0,1.0,1.0,4.0,2.0,1.0,3.0,4.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1,2,2
1.9728230595044662,2.0,2.0,2.0,3.0,2.0,1.0,6.0,7.0,11.0,3.0,7,3.0,1.0,4.0,2,1.0,1,2.0,1.0,1.0,4.0,2.0,1.0,4.0,4.0,1.0,1.0,3.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1,2,2
2.2095068969249576,2.0,2.0,2.0,3.0,2.0,1.0,17.0,1.0,4.0,4.0,2,2.0,2.0,6.0,2,1.0,1,2.0,1.0,1.0,4.0,2.0,1.0,2.0,4.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1,6,1
1.7946600378466324,2.0,2.0,2.0,3.0,2.0,1.0,17.0,7.0,6.0,3.0,1,1.0,2.0,5.0,1,1.0,2,2.0,1.0,1.0,4.0,3.0,1.0,4.0,5.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2,5,2
2.148416708652328,2.0,1.0,2.0,3.0,2.0,1.0,12.0,1.0,6.0,5.0,1,3.0,1.0,6.0,3,1.0,4,2.0,4.0,1.0,4.0,4.0,2.0,3.0,3.0,1.0,1.0,2.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1,5,2
2.1743486579088245,2.0,2.0,2.0,3.0,2.0,1.0,9.0,2.0,4.0,5.0,1,2.0,2.0,4.0,1,1.0,1,2.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,3,2
1.9155490595937927,2.0,2.0,1.0,3.0,2.0,3.0,3.0,1.0,97.0,1.0,10,3.0,2.0,9.0,2,1.0,3,2.0,1.0,1.0,4.0,2.0,2.0,5.0,5.0,1.0,5.0,3.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1,2,2
1.9308049530184987,2.0,2.0,2.0,1.0,1.0,6.0,12.0,2.0,6.0,1.0,8,3.0,2.0,1.0,6,2.0,2,2.0,2.0,1.0,3.0,1.0,3.0,4.0,4.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1,5,4
1.8896367621251167,2.0,2.0,2.0,8.0,1.0,6.0,12.0,7.0,9.0,1.0,2,1.0,2.0,1.0,4,3.0,3,2.0,2.0,2.0,5.0,3.0,3.0,5.0,3.0,4.0,2.0,3.0,4.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3,5,2
1.8722780690796046,2.0,2.0,2.0,3.0,2.0,5.0,10.0,6.0,1.0,1.0,11,4.0,2.0,6.0,6,1.0,3,1.0,5.0,1.0,5.0,5.0,5.0,2.0,4.0,4.0,1.0,3.0,6.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1,3,1
2.036258821600638,2.0,2.0,2.0,8.0,2.0,1.0,9.0,6.0,2.0,5.0,11,2.0,2.0,7.0,4,6.0,1,2.0,1.0,2.0,5.0,5.0,5.0,3.0,1.0,1.0,3.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1,2,1
1.6445614950987846,2.0,2.0,2.0,3.0,2.0,1.0,8.0,7.0,97.0,6.0,11,3.0,2.0,2.0,1,5.0,1,3.0,3.0,1.0,5.0,5.0,5.0,4.0,3.0,4.0,3.0,5.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,6,3,2
1.9854464250105175,2.0,2.0,2.0,8.0,2.0,1.0,6.0,7.0,1.0,5.0,10,1.0,2.0,8.0,6,6.0,2,2.0,2.0,1.0,5.0,5.0,5.0,1.0,3.0,4.0,2.0,3.0,5.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2,2,1
2.1615216168475855,2.0,2.0,2.0,3.0,2.0,1.0,10.0,7.0,6.0,1.0,2,4.0,2.0,5.0,6,6.0,1,2.0,3.0,2.0,5.0,5.0,5.0,1.0,3.0,3.0,3.0,3.0,5.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2,2,2
1.8932938878837953,2.0,2.0,2.0,3.0,2.0,1.0,17.0,7.0,97.0,5.0,6,4.0,2.0,1.0,3,1.0,1,4.0,3.0,1.0,5.0,5.0,3.0,1.0,3.0,3.0,1.0,5.0,6.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3,2,1
2.2408100816067575,1.0,2.0,2.0,8.0,2.0,1.0,17.0,7.0,3.0,1.0,12,4.0,2.0,8.0,3,1.0,3,1.0,1.0,1.0,5.0,5.0,3.0,4.0,3.0,1.0,3.0,4.0,6.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2,3,2
2.038100620692408,2.0,2.0,2.0,8.0,2.0,1.0,10.0,7.0,1.0,5.0,12,2.0,2.0,4.0,6,1.0,1,4.0,1.0,1.0,5.0,5.0,5.0,2.0,5.0,1.0,3.0,3.0,5.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1,3,2
1.7398438135576935,2.0,2.0,2.0,8.0,3.0,1.0,14.0,7.0,6.0,5.0,9,4.0,2.0,5.0,3,6.0,2,1.0,4.0,1.0,1.0,5.0,5.0,4.0,3.0,1.0,2.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1,2,2
1.8596638458111936,2.0,2.0,2.0,1.0,2.0,1.0,10.0,6.0,8.0,1.0,12,4.0,2.0,7.0,6,6.0,2,2.0,5.0,1.0,5.0,5.0,4.0,5.0,1.0,3.0,3.0,1.0,6.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2,1,2
1.9998484290492493,2.0,2.0,2.0,3.0,2.0,1.0,8.0,7.0,3.0,5.0,2,4.0,2.0,1.0,6,2.0,1,2.0,4.0,2.0,5.0,5.0,3.0,4.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1,2,2
2.1518130071868486,2.0,1.0,2.0,2.0,2.0,1.0,12.0,6.0,2.0,6.0,11,1.0,2.0,1.0,6,6.0,1,2.0,2.0,1.0,5.0,5.0,2.0,4.0,2.0,1.0,2.0,3.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,3,2,1
2.1679119295654297,2.0,2.0,2.0,3.0,2.0,4.0,17.0,1.0,3.0,5.0,11,4.0,2.0,7.0,6,6.0,1,2.0,4.0,1.0,5.0,5.0,4.0,4.0,3.0,1.0,5.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8,2,1
2.036796528952077,2.0,2.0,2.0,8.0,2.0,1.0,12.0,7.0,97.0,4.0,12,1.0,2.0,1.0,6,6.0,4,2.0,1.0,1.0,5.0,5.0,5.0,5.0,3.0,1.0,1.0,3.0,6.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2,3,1
2.0538920805010954,2.0,2.0,2.0,3.0,2.0,1.0,14.0,7.0,2.0,5.0,7,1.0,2.0,8.0,6,1.0,2,1.0,3.0,1.0,5.0,5.0,5.0,4.0,4.0,4.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1,2,2
2.0299527451817903,2.0,2.0,1.0,3.0,2.0,1.0,14.0,7.0,7.0,5.0,2,1.0,1.0,8.0,6,1.0,2,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1,4,1
1.7479160316260467,2.0,2.0,2.0,8.0,2.0,1.0,14.0,2.0,16.0,5.0,6,4.0,2.0,5.0,3,1.0,1,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1,3,2
1.8555843473980949,2.0,2.0,2.0,8.0,2.0,1.0,8.0,2.0,6.0,6.0,11,1.0,2.0,1.0,3,5.0,2,3.0,1.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,5,4,1
1.9862223283479261,1.0,2.0,2.0,8.0,2.0,1.0,4.0,7.0,1.0,6.0,4,1.0,2.0,9.0,1,6.0,1,2.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,2.0,3.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2,4,1
1.9943970904294663,2.0,2.0,2.0,8.0,2.0,2.0,2.0,1.0,3.0,4.0,2,1.0,2.0,1.0,3,1.0,2,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2,3,1
2.0323023532230877,2.0,2.0,2.0,3.0,2.0,5.0,7.0,7.0,11.0,5.0,1,1.0,1.0,1.0,1,1.0,2,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1,4,2
1.9834374647471642,2.0,2.0,2.0,3.0,2.0,1.0,7.0,1.0,11.0,1.0,2,2.0,1.0,1.0,2,1.0,1,2.0,1.0,1.0,4.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1,6,2
2.080145387197975,2.0,2.0,2.0,3.0,2.0,1.0,6.0,1.0,8.0,1.0,12,3.0,1.0,7.0,3,1.0,2,2.0,1.0,1.0,4.0,2.0,1.0,3.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1,2,1
1.8891273080781792,2.0,2.0,2.0,2.0,2.0,4.0,8.0,1.0,11.0,1.0,2,3.0,1.0,1.0,3,6.0,1,2.0,2.0,1.0,3.0,2.0,1.0,3.0,3.0,1.0,2.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1,5,1
