investor,CC22_306,CC22_300b_5,CC22_300d_2,presvote16post,presvote20post,CC22_300b_3,CC22_300d_5,numchildren,religpew,CC22_333,CC22_300b_1,race,educ,industry,CC22_320c,CC22_304,CC22_320b,CC22_300b_4,marstat,CC22_309e,CC22_300d_6,CC22_300b_6,CC22_300d_4,sexuality,gunown,ideo5,CC22_300b_2,CC22_300d_1,CC22_320a,CC22_303,gender4,CC22_300b_8,CC22_360,CC22_300d_3,employ,urbancity,transgender,CC22_327a,faminc_new,pew_religimp,CC22_302,CC22_300b_7,hispanic,CC22_309f
1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.215801953519542,1,1.0,1.0,2,4,6.0,2.0,1.0,2.0,2.0,5.0,2.0,1.0,2.0,2.0,1.0,3.0,3,1.0,2.0,1,3.0,1,2.0,1.0,2.0,1.0,4,2.0,1.0,11.0,1.0,4.0,2.0,2.0,3.0
2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0058580866508595,1,2.0,1.0,1,2,12.0,2.0,1.0,2.0,2.0,4.0,4.0,1.0,2.0,2.0,1.0,3.0,3,1.0,2.0,1,3.0,1,2.0,4.0,2.0,5.0,4,2.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0
1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,0.08956616289810287,11,1.0,2.0,1,4,6.0,4.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,3,2.0,2.0,1,3.0,1,2.0,2.0,2.0,5.0,4,2.0,1.0,7.0,3.0,2.0,2.0,2.0,1.0
2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0081896295312136,9,2.0,2.0,4,3,7.0,4.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,1,1.0,2.0,1,4.0,1,2.0,2.0,2.0,4.0,4,2.0,1.0,97.0,3.0,4.0,2.0,2.0,3.0
2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,5.074819218501102,1,1.0,1.0,2,4,10.0,4.0,1.0,2.0,1.0,5.0,4.0,2.0,1.0,2.0,1.0,3.0,3,1.0,2.0,1,5.0,2,2.0,2.0,1.0,1.0,1,2.0,2.0,97.0,1.0,4.0,1.0,2.0,3.0
2.0,1.0,2.0,2.0,7.0,1.0,2.0,2.0,1.8187258707943832,11,1.0,2.0,1,5,12.0,4.0,1.0,4.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,3.0,1,2.0,2.0,1,3.0,2,2.0,2.0,1.0,5.0,1,2.0,1.0,3.0,2.0,4.0,1.0,2.0,3.0
2.0,1.0,1.0,1.0,5.0,2.0,2.0,2.0,2.909631123963189,10,5.0,2.0,1,3,12.0,2.0,1.0,4.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,2,2.0,2.0,0,3.0,1,2.0,3.0,2.0,1.0,4,2.0,2.0,4.0,4.0,5.0,2.0,2.0,1.0
2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.849046663113605,1,4.0,2.0,1,3,6.0,1.0,1.0,4.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,8.0,5,2.0,2.0,0,5.0,1,1.0,4.0,2.0,5.0,3,2.0,2.0,3.0,1.0,5.0,2.0,2.0,4.0
2.0,4.0,2.0,2.0,5.0,2.0,2.0,2.0,-0.03663388868892168,1,3.0,1.0,1,4,10.0,3.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,3,2.0,2.0,0,4.0,1,2.0,3.0,2.0,1.0,4,2.0,1.0,4.0,1.0,4.0,2.0,2.0,2.0
1.0,1.0,1.0,2.0,7.0,2.0,2.0,2.0,3.0304204134437205,12,4.0,2.0,1,5,6.0,3.0,1.0,3.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,4,2.0,2.0,0,3.0,2,2.0,1.0,2.0,5.0,5,2.0,2.0,2.0,1.0,5.0,2.0,1.0,2.0
2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.301437618909075,9,1.0,2.0,2,4,16.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,2,2.0,2.0,1,4.0,2,2.0,2.0,1.0,4.0,1,2.0,1.0,3.0,4.0,4.0,2.0,1.0,1.0
1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.734399169919074,5,3.0,2.0,1,2,17.0,3.0,1.0,4.0,1.0,5.0,3.0,1.0,2.0,2.0,1.0,3.0,4,1.0,2.0,0,3.0,1,1.0,3.0,2.0,1.0,2,2.0,1.0,4.0,2.0,3.0,2.0,2.0,1.0
1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.2633830220344024,1,1.0,2.0,2,4,15.0,4.0,1.0,2.0,2.0,6.0,3.0,1.0,1.0,2.0,1.0,1.0,3,1.0,2.0,1,3.0,1,1.0,2.0,2.0,1.0,2,2.0,1.0,14.0,2.0,3.0,2.0,2.0,1.0
2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,0.10270337330612887,10,1.0,2.0,1,4,13.0,4.0,2.0,2.0,1.0,5.0,3.0,2.0,1.0,1.0,1.0,3.0,3,2.0,1.0,1,1.0,1,2.0,1.0,1.0,1.0,1,2.0,1.0,7.0,4.0,2.0,1.0,2.0,4.0
1.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.9947872474019925,3,4.0,2.0,1,5,10.0,2.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,4,1.0,2.0,0,3.0,1,2.0,3.0,1.0,1.0,4,2.0,2.0,6.0,2.0,5.0,2.0,2.0,2.0
2.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,2.126587033068285,1,2.0,1.0,1,3,10.0,2.0,1.0,4.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,2.0,5,1.0,2.0,0,4.0,2,2.0,3.0,1.0,7.0,3,2.0,1.0,3.0,2.0,5.0,2.0,2.0,1.0
2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0833718525839173,1,1.0,1.0,1,5,10.0,4.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,2,1.0,2.0,1,4.0,2,2.0,2.0,1.0,5.0,4,2.0,1.0,3.0,1.0,5.0,2.0,2.0,5.0
2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.9192790451271151,11,1.0,1.0,1,4,13.0,4.0,1.0,3.0,1.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,3,2.0,2.0,1,2.0,1,2.0,2.0,1.0,5.0,2,2.0,1.0,4.0,4.0,4.0,2.0,2.0,3.0
1.0,1.0,2.0,1.0,7.0,1.0,2.0,1.0,1.0859023521323805,10,1.0,1.0,1,2,17.0,4.0,1.0,2.0,2.0,4.0,3.0,2.0,1.0,2.0,1.0,3.0,1,1.0,1.0,1,3.0,1,2.0,2.0,1.0,1.0,2,2.0,1.0,10.0,4.0,3.0,2.0,2.0,1.0
2.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,4.011565430735309,4,5.0,1.0,2,3,16.0,2.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,1.0,6.0,8.0,5,2.0,2.0,0,4.0,4,2.0,2.0,1.0,5.0,3,1.0,1.0,9.0,4.0,5.0,1.0,2.0,2.0
1.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,1.4650334502017965,3,2.0,2.0,2,2,12.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,6.0,1.0,2,1.0,2.0,1,3.0,1,2.0,3.0,1.0,2.0,2,1.0,1.0,15.0,1.0,6.0,2.0,1.0,3.0
2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.059941288579115,12,1.0,1.0,1,4,13.0,3.0,1.0,4.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,3,1.0,2.0,0,3.0,2,2.0,2.0,1.0,1.0,2,2.0,1.0,3.0,3.0,4.0,2.0,2.0,4.0
2.0,1.0,2.0,2.0,7.0,6.0,1.0,1.0,-0.22941077750489958,1,1.0,1.0,2,3,10.0,5.0,3.0,5.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0,3,2.0,2.0,1,4.0,2,2.0,2.0,1.0,4.0,3,2.0,1.0,2.0,1.0,6.0,2.0,2.0,4.0
1.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,6.179603042574524,9,4.0,2.0,1,2,17.0,2.0,1.0,4.0,2.0,5.0,4.0,2.0,2.0,2.0,1.0,1.0,4,2.0,1.0,0,4.0,1,2.0,1.0,2.0,5.0,3,2.0,1.0,10.0,4.0,4.0,2.0,2.0,1.0
1.0,1.0,2.0,1.0,7.0,6.0,2.0,2.0,2.0253078349183213,11,1.0,1.0,1,2,10.0,5.0,3.0,5.0,1.0,5.0,4.0,2.0,2.0,2.0,1.0,3.0,6,1.0,2.0,0,3.0,2,2.0,4.0,1.0,4.0,1,2.0,1.0,1.0,2.0,6.0,2.0,1.0,5.0
2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.763506967237223,9,1.0,2.0,1,5,10.0,4.0,2.0,3.0,1.0,4.0,3.0,2.0,2.0,1.0,1.0,3.0,2,2.0,1.0,1,3.0,2,2.0,1.0,1.0,4.0,3,2.0,1.0,10.0,2.0,4.0,1.0,1.0,3.0
1.0,1.0,2.0,2.0,7.0,1.0,2.0,2.0,-0.09500509663256144,9,1.0,1.0,1,5,6.0,4.0,1.0,4.0,1.0,6.0,2.0,1.0,1.0,2.0,5.0,1.0,2,2.0,2.0,0,2.0,2,2.0,3.0,2.0,9.0,3,2.0,1.0,9.0,4.0,6.0,2.0,2.0,2.0
2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,5.106521444275384,11,5.0,1.0,1,5,13.0,1.0,1.0,3.0,2.0,5.0,3.0,2.0,2.0,1.0,3.0,3.0,4,1.0,2.0,0,4.0,2,2.0,1.0,1.0,5.0,3,2.0,2.0,4.0,2.0,5.0,2.0,2.0,4.0
2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0189961034661246,12,3.0,2.0,2,5,12.0,4.0,1.0,3.0,2.0,5.0,4.0,1.0,1.0,2.0,3.0,3.0,3,1.0,2.0,1,3.0,2,2.0,2.0,2.0,6.0,1,2.0,1.0,97.0,2.0,5.0,2.0,2.0,3.0
2.0,1.0,2.0,2.0,6.0,1.0,2.0,2.0,1.2822431403472523,11,2.0,2.0,1,5,10.0,4.0,2.0,4.0,2.0,1.0,3.0,1.0,1.0,2.0,4.0,3.0,3,2.0,2.0,1,3.0,1,2.0,2.0,2.0,6.0,3,2.0,1.0,97.0,1.0,2.0,2.0,2.0,3.0
1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.085464947346034,2,4.0,2.0,1,2,6.0,5.0,1.0,3.0,2.0,4.0,5.0,1.0,2.0,2.0,1.0,1.0,5,2.0,2.0,0,5.0,2,2.0,3.0,2.0,1.0,4,2.0,2.0,9.0,1.0,5.0,2.0,2.0,3.0
1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,-0.15751134912131898,5,1.0,2.0,1,6,10.0,4.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,3.0,2,2.0,2.0,1,1.0,1,2.0,2.0,1.0,1.0,2,2.0,2.0,11.0,4.0,4.0,2.0,2.0,1.0
2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,0.15746936508132908,1,5.0,2.0,1,3,7.0,2.0,1.0,4.0,2.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,5,2.0,1.0,0,4.0,1,1.0,1.0,1.0,1.0,4,2.0,1.0,6.0,2.0,5.0,2.0,2.0,3.0
2.0,4.0,2.0,2.0,7.0,6.0,2.0,2.0,1.3026832574839913,12,3.0,2.0,1,2,6.0,2.0,1.0,4.0,1.0,6.0,5.0,2.0,2.0,2.0,1.0,3.0,5,1.0,2.0,0,3.0,1,2.0,2.0,1.0,6.0,4,2.0,1.0,6.0,1.0,5.0,2.0,2.0,5.0
1.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,1.053962412109759,11,4.0,2.0,1,1,5.0,2.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,8.0,4,2.0,2.0,0,3.0,1,2.0,1.0,1.0,1.0,2,3.0,1.0,9.0,4.0,5.0,2.0,2.0,4.0
2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.8366814703619003,1,1.0,2.0,1,5,17.0,4.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,4,2.0,2.0,1,3.0,1,2.0,2.0,2.0,5.0,1,2.0,1.0,4.0,2.0,4.0,2.0,2.0,4.0
2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,0.2772273108976237,1,1.0,1.0,2,5,9.0,4.0,1.0,3.0,2.0,5.0,3.0,2.0,1.0,2.0,1.0,3.0,3,1.0,1.0,1,3.0,1,2.0,4.0,2.0,1.0,1,2.0,1.0,5.0,4.0,6.0,2.0,2.0,2.0
2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.1126597284252665,1,1.0,2.0,1,3,16.0,4.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,2.0,1.0,3.0,1,1.0,2.0,1,3.0,1,2.0,2.0,1.0,6.0,4,2.0,1.0,3.0,4.0,6.0,1.0,2.0,5.0
2.0,1.0,1.0,2.0,7.0,6.0,2.0,2.0,-0.016278545339528962,2,2.0,1.0,1,3,12.0,4.0,2.0,2.0,2.0,5.0,3.0,1.0,2.0,2.0,1.0,3.0,3,1.0,2.0,0,5.0,2,2.0,1.0,2.0,2.0,4,2.0,1.0,2.0,2.0,4.0,2.0,2.0,3.0
1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.846249480348366,1,2.0,2.0,1,6,5.0,4.0,1.0,3.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,3.0,3,1.0,2.0,1,4.0,2,2.0,1.0,2.0,1.0,2,2.0,1.0,97.0,1.0,5.0,2.0,2.0,1.0
1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.9518987880086704,1,2.0,1.0,1,2,17.0,2.0,1.0,3.0,2.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,4,1.0,1.0,0,3.0,2,2.0,3.0,1.0,3.0,4,2.0,1.0,4.0,2.0,4.0,2.0,2.0,2.0
1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.8778585773484278,10,1.0,1.0,1,4,6.0,4.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1,1.0,2.0,1,2.0,2,2.0,2.0,1.0,1.0,4,2.0,1.0,9.0,4.0,4.0,1.0,2.0,3.0
1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.060306106903912,1,3.0,2.0,1,3,11.0,2.0,1.0,4.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,5,2.0,2.0,0,4.0,1,2.0,3.0,1.0,1.0,2,2.0,2.0,9.0,1.0,5.0,2.0,2.0,3.0
1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,-0.004961579837741875,9,1.0,2.0,1,3,10.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,2,2.0,2.0,1,3.0,1,2.0,1.0,1.0,5.0,3,2.0,1.0,2.0,2.0,4.0,2.0,2.0,4.0
2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,5.270834843270251,1,3.0,2.0,5,5,16.0,1.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,4,2.0,2.0,0,4.0,1,1.0,1.0,1.0,2.0,3,2.0,2.0,97.0,1.0,5.0,2.0,2.0,1.0
2.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,-0.03693313161031658,11,1.0,2.0,7,5,7.0,4.0,1.0,2.0,2.0,5.0,4.0,2.0,2.0,2.0,1.0,3.0,1,1.0,2.0,0,3.0,2,2.0,1.0,1.0,2.0,4,2.0,1.0,3.0,4.0,5.0,2.0,2.0,3.0
2.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,2.337367336367713,11,1.0,2.0,1,2,16.0,4.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0,3,2.0,2.0,1,3.0,1,2.0,2.0,1.0,9.0,4,2.0,1.0,11.0,4.0,5.0,2.0,2.0,4.0
2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,-0.02756562017292309,11,1.0,1.0,1,3,5.0,4.0,2.0,4.0,2.0,5.0,3.0,2.0,2.0,2.0,1.0,3.0,1,2.0,2.0,1,3.0,1,2.0,1.0,1.0,1.0,4,2.0,1.0,2.0,4.0,4.0,1.0,2.0,4.0
1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,4.227658908855323,9,1.0,2.0,6,6,9.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,3,2.0,2.0,1,3.0,2,2.0,2.0,1.0,1.0,3,2.0,1.0,11.0,4.0,4.0,2.0,2.0,2.0
2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.07935684096677782,1,4.0,2.0,1,2,8.0,3.0,1.0,4.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,5,2.0,2.0,0,4.0,2,1.0,3.0,1.0,1.0,4,2.0,2.0,5.0,2.0,5.0,2.0,2.0,1.0
1.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,-8.410784712911384E-4,10,1.0,2.0,1,3,7.0,4.0,2.0,3.0,2.0,5.0,5.0,2.0,2.0,2.0,1.0,3.0,1,2.0,1.0,1,4.0,1,2.0,2.0,1.0,8.0,2,1.0,1.0,97.0,1.0,4.0,2.0,2.0,4.0
2.0,1.0,1.0,2.0,7.0,1.0,2.0,1.0,2.2733175940693253,1,4.0,1.0,2,2,12.0,4.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,5,2.0,2.0,1,3.0,1,2.0,2.0,1.0,4.0,1,2.0,1.0,9.0,2.0,4.0,2.0,2.0,1.0
1.0,1.0,1.0,1.0,7.0,1.0,2.0,2.0,2.16225462941335,12,1.0,2.0,1,6,7.0,4.0,2.0,4.0,1.0,6.0,4.0,2.0,2.0,1.0,1.0,3.0,3,1.0,2.0,1,2.0,1,2.0,2.0,1.0,5.0,2,2.0,1.0,2.0,1.0,4.0,2.0,2.0,1.0
2.0,4.0,2.0,2.0,7.0,2.0,2.0,2.0,0.9895422208179319,12,2.0,1.0,1,5,9.0,4.0,1.0,4.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,4,2.0,2.0,0,4.0,2,2.0,1.0,2.0,1.0,3,2.0,1.0,1.0,4.0,5.0,2.0,2.0,3.0
2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,0.12059614449458791,2,2.0,1.0,2,3,16.0,4.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,3.0,3,1.0,2.0,1,3.0,2,2.0,2.0,2.0,1.0,1,2.0,1.0,6.0,1.0,4.0,1.0,2.0,2.0
2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.2188286052432673,1,1.0,1.0,2,5,16.0,4.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,3,2.0,1.0,1,4.0,2,2.0,1.0,1.0,1.0,2,2.0,2.0,9.0,4.0,4.0,2.0,2.0,1.0
1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.9378300518895357,2,1.0,2.0,1,5,9.0,4.0,1.0,2.0,2.0,1.0,4.0,1.0,1.0,2.0,1.0,3.0,2,2.0,2.0,1,3.0,1,2.0,2.0,2.0,1.0,4,2.0,1.0,8.0,1.0,4.0,2.0,2.0,2.0
2.0,1.0,2.0,2.0,7.0,6.0,2.0,2.0,1.076068309714138,11,2.0,1.0,1,2,8.0,5.0,3.0,5.0,2.0,5.0,3.0,1.0,2.0,2.0,1.0,3.0,6,2.0,2.0,0,3.0,2,1.0,1.0,2.0,2.0,4,2.0,1.0,2.0,3.0,5.0,2.0,1.0,2.0
2.0,1.0,2.0,1.0,1.0,6.0,1.0,2.0,-0.11883930043084487,1,3.0,1.0,2,3,17.0,2.0,1.0,3.0,2.0,6.0,3.0,2.0,1.0,2.0,1.0,3.0,2,1.0,1.0,1,3.0,1,2.0,2.0,1.0,3.0,5,2.0,1.0,1.0,1.0,4.0,2.0,2.0,3.0
2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.010441050246379,11,1.0,1.0,3,5,10.0,4.0,1.0,5.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,3.0,3,2.0,2.0,1,2.0,1,2.0,2.0,2.0,1.0,1,2.0,2.0,6.0,1.0,5.0,1.0,2.0,2.0
1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,0.15194532821900675,9,1.0,2.0,1,5,7.0,4.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2,2.0,2.0,1,2.0,1,2.0,2.0,2.0,9.0,2,2.0,1.0,11.0,4.0,4.0,2.0,2.0,3.0
1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,0.05893835584250147,11,1.0,1.0,1,5,11.0,4.0,2.0,1.0,1.0,4.0,5.0,1.0,2.0,2.0,1.0,3.0,1,1.0,2.0,1,2.0,2,2.0,1.0,2.0,5.0,1,2.0,1.0,11.0,4.0,2.0,1.0,2.0,2.0
1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0866974722941563,10,1.0,1.0,1,4,10.0,4.0,1.0,4.0,1.0,5.0,3.0,2.0,2.0,2.0,1.0,3.0,2,2.0,2.0,1,2.0,2,2.0,1.0,2.0,7.0,2,2.0,1.0,6.0,2.0,6.0,1.0,2.0,5.0
2.0,1.0,2.0,1.0,7.0,6.0,2.0,2.0,2.0238306221666824,11,5.0,2.0,1,3,1.0,2.0,1.0,4.0,2.0,5.0,3.0,2.0,2.0,2.0,1.0,3.0,5,2.0,1.0,1,5.0,1,1.0,1.0,1.0,6.0,4,2.0,2.0,2.0,1.0,4.0,2.0,2.0,3.0
2.0,1.0,2.0,1.0,7.0,1.0,1.0,1.0,3.9533359293494894,9,1.0,2.0,2,6,10.0,4.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,2,2.0,1.0,1,3.0,1,2.0,2.0,1.0,1.0,4,2.0,1.0,5.0,4.0,5.0,1.0,2.0,1.0
2.0,1.0,2.0,2.0,7.0,1.0,1.0,2.0,2.67448400130112,1,1.0,1.0,2,2,12.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,3.0,3,1.0,2.0,1,3.0,2,2.0,2.0,2.0,6.0,4,2.0,1.0,2.0,1.0,4.0,2.0,2.0,2.0
2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.7016336251122524,10,1.0,2.0,1,2,9.0,4.0,1.0,3.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,2,2.0,2.0,0,2.0,2,2.0,1.0,1.0,7.0,3,2.0,1.0,5.0,2.0,5.0,1.0,2.0,4.0
1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.271828258418914,2,3.0,2.0,1,5,16.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,4,2.0,1.0,0,5.0,1,2.0,3.0,2.0,5.0,2,2.0,2.0,7.0,1.0,5.0,2.0,2.0,2.0
