Expert Handcoded GLM,Naive GLM,Baseline,Large Population Model
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.3535679615137606
-1.0485502005027203,-1.0641751763339584,-1.438867107761039,-0.6791175189795893
-2.4412180982814204,-2.5805079635709216,-3.589787921181615,-2.2932733346119107
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.4327310537334852
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.3789492927573539
-3.4523433267656265,-3.6768614959171564,-4.330303885678112,-2.538641806015528
-2.7338543286050556,-2.6146543264710322,-2.8007430089345884,-2.7499784692951224
-1.0485502005027203,-1.0641751763339584,-1.438867107761039,-1.6957346808086773
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.3789492927573539
-2.7338543286050556,-2.6146543264710322,-2.8007430089345884,-2.775797074619363
-2.7338543286050556,-2.6146543264710322,-2.8007430089345884,-2.772642450153119
-1.0485502005027203,-1.0641751763339584,-1.438867107761039,-0.8882551399729692
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.35313645955803885
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.3607044531966359
-1.0485502005027203,-1.0641751763339584,-1.438867107761039,-0.768749854001233
-1.0485502005027203,-1.0641751763339584,-1.438867107761039,-1.6601180208589899
-0.8746161536059658,-0.906282061638422,-1.6674559135116958,-0.9231224421569697
-1.0485502005027203,-1.0641751763339584,-1.438867107761039,-0.8839168836861471
-1.0485502005027203,-1.0641751763339584,-1.438867107761039,-0.8158195530647929
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.3688215394044252
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.3654349289461525
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.35078159736134396
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.3892116900780018
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.6536377211473696
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.3553986736345349
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.3550209179209398
-1.0485502005027203,-1.0641751763339584,-1.438867107761039,-1.6478734882675319
-0.8746161536059658,-0.906282061638422,-1.6674559135116958,-2.910761275953127
-1.0485502005027203,-1.0641751763339584,-1.438867107761039,-1.0810335817626289
-0.8746161536059658,-0.906282061638422,-1.6674559135116958,-3.028210019180821
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.35103320507643687
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.35212826119606166
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.352208491397378
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.35313645955803885
-1.0485502005027203,-1.0641751763339584,-1.438867107761039,-0.7777151756359135
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.35758839229007755
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.37125850414221784
-0.8746161536059658,-0.906282061638422,-1.6674559135116958,-0.7891695325426675
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.37125850414221784
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.445091305126025
-2.7338543286050556,-2.6146543264710322,-2.8007430089345884,-2.771559704444849
-2.7338543286050556,-2.6146543264710322,-2.8007430089345884,-2.778764567798919
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.3654349289461525
-0.8746161536059658,-0.906282061638422,-1.6674559135116958,-3.015405701334937
-0.8746161536059658,-0.906282061638422,-1.6674559135116958,-2.9187499586202423
-1.0485502005027203,-1.0641751763339584,-1.438867107761039,-0.7777151756359135
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.5112646512367638
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.36307640045537193
-0.8746161536059658,-0.906282061638422,-1.6674559135116958,-0.5715420093856975
-1.0485502005027203,-1.0641751763339584,-1.438867107761039,-1.6860579557052762
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.3550209179209398
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.5533376999267299
-0.8746161536059658,-0.906282061638422,-1.6674559135116958,-0.5728154198015578
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.4750602959451804
-2.7338543286050556,-2.6146543264710322,-2.8007430089345884,-2.9506548430205366
-0.8746161536059658,-0.906282061638422,-1.6674559135116958,-0.6134329486601304
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.35183137217264315
-1.0485502005027203,-1.0641751763339584,-1.438867107761039,-1.8417459249663093
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.3654349289461525
-0.8746161536059658,-0.906282061638422,-1.6674559135116958,-0.6134329486601304
-1.0485502005027203,-1.0641751763339584,-1.438867107761039,-1.6860579557052762
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.39193268869830655
-1.0485502005027203,-1.0641751763339584,-1.438867107761039,-0.8839168836861471
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.3789492927573539
-0.8746161536059658,-0.906282061638422,-1.6674559135116958,-0.850600423395468
-0.8746161536059658,-0.906282061638422,-1.6674559135116958,-0.6134329486601304
-0.8746161536059658,-0.906282061638422,-1.6674559135116958,-2.1599279821510255
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.3892116900780018
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.35114801674299345
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.35078159736134396
-1.0485502005027203,-1.0641751763339584,-1.438867107761039,-1.0810335817626289
-2.4412180982814204,-2.5805079635709216,-3.589787921181615,-2.9146333234267874
-1.0485502005027203,-1.0641751763339584,-1.438867107761039,-1.70227667102295
-1.0485502005027203,-1.0641751763339584,-1.438867107761039,-1.8417459249663093
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-2.6883698999703594
-2.4412180982814204,-2.5805079635709216,-3.589787921181615,-2.803913691780161
-1.0485502005027203,-1.0641751763339584,-1.438867107761039,-1.6903129275050728
-1.0485502005027203,-1.0641751763339584,-1.438867107761039,-0.7239536672693163
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.3507451469961276
-2.7338543286050556,-2.6146543264710322,-2.8007430089345884,-2.785842962362632
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.3550209179209398
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.39322492765254946
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.3892116900780018
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.352208491397378
-0.8746161536059658,-0.906282061638422,-1.6674559135116958,-0.5715420093856975
-1.0485502005027203,-1.0641751763339584,-1.438867107761039,-1.2184472972182685
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.3789492927573539
-1.0485502005027203,-1.0641751763339584,-1.438867107761039,-1.6797789662461926
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.3609872432452832
-2.7338543286050556,-2.6146543264710322,-2.8007430089345884,-2.771559704444849
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.3535679615137606
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.42126814394510914
-1.0485502005027203,-1.0641751763339584,-1.438867107761039,-0.9693561515058842
-0.8746161536059658,-0.906282061638422,-1.6674559135116958,-0.5728154198015578
-0.8746161536059658,-0.906282061638422,-1.6674559135116958,-1.353745737848195
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.4029671673184576
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.35313645955803885
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.352208491397378
-0.8746161536059658,-0.906282061638422,-1.6674559135116958,-0.7891695325426675
-2.7338543286050556,-2.6146543264710322,-2.8007430089345884,-2.9759765452446962
-0.8746161536059658,-0.906282061638422,-1.6674559135116958,-0.7316172077556917
-1.0485502005027203,-1.0641751763339584,-1.438867107761039,-1.4358423936198101
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.42126814394510914
-0.8746161536059658,-0.906282061638422,-1.6674559135116958,-1.3126468087687622
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.3609872432452832
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.3512857844527506
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.35103320507643687
-1.0485502005027203,-1.0641751763339584,-1.438867107761039,-1.3761404526015646
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.35313645955803885
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.3492146160363405
-1.0485502005027203,-1.0641751763339584,-1.438867107761039,-0.7777151756359135
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.3607044531966359
-1.0485502005027203,-1.0641751763339584,-1.438867107761039,-1.677133536187422
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.3506931370299524
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.35103320507643687
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.3506931370299524
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.3535679615137606
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.6008144128711539
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.3654349289461525
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.3535679615137606
-1.0485502005027203,-1.0641751763339584,-1.438867107761039,-0.7777151756359135
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.3506931370299524
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.3506931370299524
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.352208491397378
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.3512857844527506
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.3892116900780018
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.3789492927573539
-0.8746161536059658,-0.906282061638422,-1.6674559135116958,-0.9689535318558309
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.4029671673184576
-1.0485502005027203,-1.0641751763339584,-1.438867107761039,-2.040730764260097
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.352208491397378
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.3654349289461525
-1.0485502005027203,-1.0641751763339584,-1.438867107761039,-1.6879834425992035
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.35775308403685147
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.42126814394510914
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.3567249195631068
-1.0485502005027203,-1.0641751763339584,-1.438867107761039,-1.6063470957364947
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-2.6883698999703594
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.37125850414221784
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.386272834797055
-0.8746161536059658,-0.906282061638422,-1.6674559135116958,-0.5808880542985144
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.37429210266372603
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.35103320507643687
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.3535679615137606
-0.8746161536059658,-0.906282061638422,-1.6674559135116958,-0.6134329486601304
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.4029671673184576
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.37125850414221784
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.4029671673184576
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.35078159736134396
-0.8746161536059658,-0.906282061638422,-1.6674559135116958,-2.4174833230753916
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.3535679615137606
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.3654349289461525
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.4029671673184576
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-3.4352891414015
-1.0485502005027203,-1.0641751763339584,-1.438867107761039,-1.6957346808086773
-1.0485502005027203,-1.0641751763339584,-1.438867107761039,-1.6910572081934756
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.3512857844527506
-3.4523433267656265,-3.6768614959171564,-4.330303885678112,-3.281113989377977
-0.8746161536059658,-0.906282061638422,-1.6674559135116958,-0.9115802195442182
-2.7338543286050556,-2.6146543264710322,-2.8007430089345884,-2.835993596799268
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.3892116900780018
-0.8746161536059658,-0.906282061638422,-1.6674559135116958,-0.9689535318558309
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.352208491397378
-3.4523433267656265,-3.6768614959171564,-4.330303885678112,-3.9234494149714214
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.3688215394044252
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.4029671673184576
-0.8746161536059658,-0.906282061638422,-1.6674559135116958,-0.5808880542985144
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.3506931370299524
-1.0485502005027203,-1.0641751763339584,-1.438867107761039,-1.514249415926598
-1.0485502005027203,-1.0641751763339584,-1.438867107761039,-1.5234549203346157
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.35183137217264315
-0.8746161536059658,-0.906282061638422,-1.6674559135116958,-0.5728154198015578
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.3550209179209398
-2.7338543286050556,-2.6146543264710322,-2.8007430089345884,-2.9941710359076774
-1.0485502005027203,-1.0641751763339584,-1.438867107761039,-1.514249415926598
-0.8746161536059658,-0.906282061638422,-1.6674559135116958,-1.2332352189621751
-1.0485502005027203,-1.0641751763339584,-1.438867107761039,-1.630136372223704
-2.7338543286050556,-2.6146543264710322,-2.8007430089345884,-2.820405748527197
-1.0485502005027203,-1.0641751763339584,-1.438867107761039,-1.2184472972182685
-0.8746161536059658,-0.906282061638422,-1.6674559135116958,-0.850600423395468
-0.8746161536059658,-0.906282061638422,-1.6674559135116958,-0.850600423395468
-0.8746161536059658,-0.906282061638422,-1.6674559135116958,-0.7891695325426675
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.35775308403685147
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.35114801674299345
-0.8746161536059658,-0.906282061638422,-1.6674559135116958,-0.6134329486601304
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.3654349289461525
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.35758839229007755
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.35183137217264315
-1.0485502005027203,-1.0641751763339584,-1.438867107761039,-1.6895704211438662
-1.0485502005027203,-1.0641751763339584,-1.438867107761039,-1.6870797807709281
-0.8746161536059658,-0.906282061638422,-1.6674559135116958,-0.5739657890085117
-1.0485502005027203,-1.0641751763339584,-1.438867107761039,-0.768749854001233
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.3609872432452832
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.3550209179209398
-0.8746161536059658,-0.906282061638422,-1.6674559135116958,-0.9115802195442182
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.34982278772418285
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.3924873247002725
-0.8746161536059658,-0.906282061638422,-1.6674559135116958,-1.0095073109354433
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.3609872432452832
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.4020521831875348
-0.8746161536059658,-0.906282061638422,-1.6674559135116958,-2.948279187217254
-2.7338543286050556,-2.6146543264710322,-2.8007430089345884,-2.5970308301781326
-0.8746161536059658,-0.906282061638422,-1.6674559135116958,-2.8562335825535516
-0.8746161536059658,-0.906282061638422,-1.6674559135116958,-1.2332352189621751
-0.8746161536059658,-0.906282061638422,-1.6674559135116958,-1.0215647420489096
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.3654349289461525
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.35103320507643687
-1.0485502005027203,-1.0641751763339584,-1.438867107761039,-1.4378451232320149
-0.8746161536059658,-0.906282061638422,-1.6674559135116958,-0.7316172077556917
-1.0485502005027203,-1.0641751763339584,-1.438867107761039,-0.8438307818897759
-0.8746161536059658,-0.906282061638422,-1.6674559135116958,-0.6424902683242464
-1.0485502005027203,-1.0641751763339584,-1.438867107761039,-0.8228970232765627
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.3607044531966359
-1.0485502005027203,-1.0641751763339584,-1.438867107761039,-0.8839168836861471
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.35114801674299345
-0.8746161536059658,-0.906282061638422,-1.6674559135116958,-0.5739657890085117
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.3550209179209398
-2.7338543286050556,-2.6146543264710322,-2.8007430089345884,-2.778764567798919
-1.0485502005027203,-1.0641751763339584,-1.438867107761039,-1.6818295928030924
-0.8746161536059658,-0.906282061638422,-1.6674559135116958,-2.760946322429155
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.3550209179209398
-2.4412180982814204,-2.5805079635709216,-3.589787921181615,-2.204859405702074
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.3654349289461525
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.3609872432452832
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-2.9227870936081866
-0.8746161536059658,-0.906282061638422,-1.6674559135116958,-2.6320952698601543
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.3609872432452832
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.35183137217264315
-0.8746161536059658,-0.906282061638422,-1.6674559135116958,-0.6819539139070478
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.35103320507643687
-1.0485502005027203,-1.0641751763339584,-1.438867107761039,-0.768749854001233
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.42126814394510914
-1.0485502005027203,-1.0641751763339584,-1.438867107761039,-0.784549018429499
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.37125850414221784
-2.4412180982814204,-2.5805079635709216,-3.589787921181615,-2.2932733346119107
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-2.541132238665933
-0.8746161536059658,-0.906282061638422,-1.6674559135116958,-1.1184625133694648
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.37125850414221784
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.3550209179209398
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.37125850414221784
-1.0485502005027203,-1.0641751763339584,-1.438867107761039,-1.6879834425992035
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.3789492927573539
-2.7338543286050556,-2.6146543264710322,-2.8007430089345884,-3.016442581698306
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.3789492927573539
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.3789492927573539
-2.7338543286050556,-2.6146543264710322,-2.8007430089345884,-2.778764567798919
-0.8746161536059658,-0.906282061638422,-1.6674559135116958,-0.7891695325426675
-2.7338543286050556,-2.6146543264710322,-2.8007430089345884,-2.7987265934825687
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.3507451469961276
-0.8746161536059658,-0.906282061638422,-1.6674559135116958,-0.850600423395468
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.35758839229007755
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.35313645955803885
-1.0485502005027203,-1.0641751763339584,-1.438867107761039,-1.6870797807709281
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.37125850414221784
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.3892116900780018
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.35758839229007755
-1.0485502005027203,-1.0641751763339584,-1.438867107761039,-1.6895704211438662
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.3535679615137606
-0.8746161536059658,-0.906282061638422,-1.6674559135116958,-0.9115802195442182
-1.0485502005027203,-1.0641751763339584,-1.438867107761039,-0.784549018429499
-0.8746161536059658,-0.906282061638422,-1.6674559135116958,-0.9115802195442182
-2.4412180982814204,-2.5805079635709216,-3.589787921181615,-2.2617800519564435
-2.7338543286050556,-2.6146543264710322,-2.8007430089345884,-2.7713413186560785
-1.0485502005027203,-1.0641751763339584,-1.438867107761039,-0.9693561515058842
-2.7338543286050556,-2.6146543264710322,-2.8007430089345884,-2.8256714173634028
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.7047695548076516
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.3609872432452832
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.40791466919378605
-1.0485502005027203,-1.0641751763339584,-1.438867107761039,-0.8228970232765627
-2.7338543286050556,-2.6146543264710322,-2.8007430089345884,-2.775797074619363
-0.8746161536059658,-0.906282061638422,-1.6674559135116958,-0.7891695325426675
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.3654349289461525
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.35256367818013246
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.35758839229007755
-1.0485502005027203,-1.0641751763339584,-1.438867107761039,-1.688803349191614
-0.8746161536059658,-0.906282061638422,-1.6674559135116958,-0.6424902683242464
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.3654349289461525
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.3512857844527506
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.37428352031297907
-0.8746161536059658,-0.906282061638422,-1.6674559135116958,-3.030280719655676
-1.0485502005027203,-1.0641751763339584,-1.438867107761039,-1.6601180208589899
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.3892116900780018
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.37125850414221784
-1.0485502005027203,-1.0641751763339584,-1.438867107761039,-1.6638266961485924
-1.0485502005027203,-1.0641751763339584,-1.438867107761039,-1.6848783466254167
-1.0485502005027203,-1.0641751763339584,-1.438867107761039,-1.6870797807709281
-1.0485502005027203,-1.0641751763339584,-1.438867107761039,-0.669691700112337
-1.0485502005027203,-1.0641751763339584,-1.438867107761039,-1.6983311122727383
-1.0485502005027203,-1.0641751763339584,-1.438867107761039,-1.0810335817626289
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-2.6883698999703594
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.3506931370299524
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.352208491397378
-2.7338543286050556,-2.6146543264710322,-2.8007430089345884,-2.7499784692951224
-0.8746161536059658,-0.906282061638422,-1.6674559135116958,-0.6424902683242464
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.35313645955803885
-1.0485502005027203,-1.0641751763339584,-1.438867107761039,-0.784549018429499
-2.4412180982814204,-2.5805079635709216,-3.589787921181615,-3.069644000537267
-0.8746161536059658,-0.906282061638422,-1.6674559135116958,-0.7316172077556917
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.3789492927573539
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.3789492927573539
-1.0485502005027203,-1.0641751763339584,-1.438867107761039,-1.297391737155201
-2.7338543286050556,-2.6146543264710322,-2.8007430089345884,-2.895933856076528
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.4029671673184576
-0.8746161536059658,-0.906282061638422,-1.6674559135116958,-0.6819539139070478
-0.8746161536059658,-0.906282061638422,-1.6674559135116958,-1.0703982976975226
-2.7338543286050556,-2.6146543264710322,-2.8007430089345884,-2.7712705911566924
-1.0485502005027203,-1.0641751763339584,-1.438867107761039,-0.8882551399729692
-1.0485502005027203,-1.0641751763339584,-1.438867107761039,-1.9542358443109018
-1.0485502005027203,-1.0641751763339584,-1.438867107761039,-0.784549018429499
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.3550209179209398
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.3550209179209398
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.35183137217264315
-0.8746161536059658,-0.906282061638422,-1.6674559135116958,-0.7316172077556917
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.3688215394044252
-1.0485502005027203,-1.0641751763339584,-1.438867107761039,-0.8839168836861471
-1.0485502005027203,-1.0641751763339584,-1.438867107761039,-1.0810335817626289
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.37125850414221784
-1.0485502005027203,-1.0641751763339584,-1.438867107761039,-1.6818295928030924
-1.0485502005027203,-1.0641751763339584,-1.438867107761039,-1.630136372223704
-0.8746161536059658,-0.906282061638422,-1.6674559135116958,-1.0215647420489096
-3.0192464497860074,-2.5674201802484364,-0.7496234503281557,-0.35183137217264315
