CC22_320a,numchildren,CC22_300d_3,CC22_300d_1,CC22_300d_4,CC22_300d_6,CC22_300d_5,CC22_300d_2,CC22_309f,hispanic,CC22_300b_7,CC22_302,pew_religimp,faminc_new,CC22_327a,transgender,urbancity,employ,CC22_360,CC22_300b_8,gender4,CC22_303,CC22_300b_2,ideo5,gunown,sexuality,CC22_300b_6,CC22_309e,marstat,CC22_300b_4,CC22_320b,CC22_304,CC22_320c,industry,educ,race,CC22_300b_1,CC22_333,religpew,CC22_300b_3,presvote20post,presvote16post,CC22_300b_5,CC22_306,investor
1,7.0306231264180346,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,5.0,1.0,3.0,2.0,2.0,1,9.0,3.0,2.0,2,3.0,2.0,4,1.0,1.0,2.0,2.0,5.0,1.0,4.0,1.0,3.0,4.0,2,1,2.0,4.0,3,2.0,2.0,2.0,2.0,2.0,1.0
0,4.522872155251174,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,5.0,3.0,8.0,1.0,2.0,1,5.0,3.0,1.0,2,5.0,1.0,4,1.0,1.0,2.0,4.0,1.0,2.0,4.0,1.0,2.0,6.0,2,7,2.0,1.0,1,1.0,2.0,7.0,1.0,4.0,2.0
0,6.100575575374688,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,5.0,1.0,2.0,1.0,2.0,2,5.0,1.0,2.0,2,3.0,1.0,5,1.0,1.0,2.0,4.0,4.0,2.0,4.0,1.0,2.0,12.0,5,1,1.0,3.0,1,2.0,2.0,2.0,2.0,1.0,2.0
0,4.566639463520489,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,4.0,1.0,11.0,1.0,2.0,4,4.0,3.0,2.0,2,3.0,2.0,4,2.0,1.0,2.0,3.0,1.0,2.0,4.0,1.0,1.0,5.0,3,5,1.0,3.0,11,2.0,2.0,2.0,1.0,2.0,2.0
1,5.9347795506126975,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,4.0,2.0,2.0,1,5.0,3.0,2.0,2,3.0,2.0,4,3.0,1.0,2.0,3.0,4.0,2.0,4.0,1.0,5.0,9.0,2,1,1.0,3.0,1,2.0,2.0,2.0,1.0,4.0,2.0
0,6.344378717279059,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,5.0,1.0,4.0,1.0,2.0,1,5.0,3.0,2.0,2,3.0,2.0,5,8.0,6.0,2.0,3.0,4.0,2.0,3.0,1.0,2.0,8.0,3,1,2.0,4.0,1,2.0,6.0,2.0,2.0,4.0,2.0
1,5.911214310135536,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,5.0,2.0,4.0,2.0,2.0,4,5.0,3.0,2.0,1,3.0,2.0,5,2.0,1.0,2.0,3.0,5.0,2.0,5.0,1.0,4.0,12.0,3,1,2.0,1.0,1,2.0,2.0,2.0,1.0,1.0,2.0
0,3.9731511041038745,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,5.0,4.0,2.0,1.0,2.0,3,7.0,3.0,2.0,2,4.0,2.0,5,3.0,1.0,2.0,2.0,5.0,2.0,3.0,1.0,5.0,5.0,4,1,2.0,4.0,1,1.0,2.0,2.0,1.0,1.0,1.0
1,2.825362646722892,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,5.0,1.0,1.0,1.0,2.0,4,1.0,1.0,2.0,2,5.0,1.0,5,3.0,1.0,2.0,3.0,1.0,2.0,4.0,1.0,4.0,10.0,2,1,2.0,5.0,1,1.0,6.0,2.0,1.0,1.0,2.0
0,2.583587049753345,2.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,5.0,1.0,6.0,1.0,2.0,4,2.0,3.0,2.0,4,4.0,2.0,5,2.0,1.0,2.0,2.0,3.0,2.0,4.0,1.0,2.0,12.0,2,1,2.0,5.0,8,1.0,2.0,2.0,2.0,4.0,1.0
0,1.4413695004671085,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,5.0,4.0,7.0,1.0,2.0,4,1.0,3.0,1.0,2,3.0,1.0,5,2.0,1.0,2.0,3.0,1.0,2.0,4.0,5.0,2.0,10.0,3,1,1.0,2.0,2,1.0,2.0,1.0,2.0,1.0,2.0
1,2.073690477557186,2.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,5.0,1.0,3.0,2.0,2.0,4,1.0,1.0,2.0,2,3.0,2.0,5,1.0,1.0,2.0,3.0,3.0,2.0,4.0,1.0,4.0,8.0,1,1,2.0,2.0,2,2.0,2.0,2.0,2.0,4.0,2.0
0,2.889229457481056,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,4.0,1.0,2.0,1.0,2.0,1,5.0,3.0,1.0,2,3.0,1.0,4,1.0,1.0,2.0,5.0,3.0,2.0,3.0,1.0,2.0,5.0,2,1,2.0,3.0,1,2.0,2.0,2.0,1.0,1.0,2.0
0,1.4446810077482564,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,97.0,2.0,2.0,3,7.0,3.0,1.0,2,5.0,1.0,3,3.0,1.0,2.0,2.0,1.0,2.0,5.0,2.0,2.0,7.0,2,1,2.0,3.0,1,2.0,2.0,2.0,2.0,1.0,2.0
0,1.8117615938130396,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,4.0,3.0,2.0,2.0,3,5.0,1.0,2.0,2,5.0,1.0,4,3.0,1.0,2.0,3.0,4.0,1.0,4.0,1.0,2.0,5.0,2,1,1.0,2.0,1,2.0,6.0,2.0,1.0,2.0,1.0
0,2.0554498708977142,2.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,3.0,1.0,97.0,1.0,2.0,3,5.0,3.0,2.0,1,4.0,1.0,4,1.0,1.0,2.0,4.0,1.0,2.0,3.0,1.0,2.0,12.0,2,1,1.0,3.0,1,2.0,2.0,2.0,1.0,2.0,2.0
1,2.540514143057396,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,4.0,1.0,2.0,4,5.0,2.0,2.0,1,3.0,1.0,5,3.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,14.0,1,1,2.0,2.0,11,1.0,2.0,2.0,1.0,2.0,2.0
1,3.649688589852281,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,5.0,2.0,3.0,1.0,2.0,2,6.0,1.0,2.0,2,3.0,1.0,4,1.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,14.0,2,1,1.0,2.0,1,2.0,2.0,2.0,1.0,4.0,1.0
1,1.8626629656283007,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,5.0,2.0,5.0,2.0,2.0,1,6.0,3.0,2.0,2,3.0,2.0,5,1.0,1.0,2.0,5.0,1.0,2.0,3.0,1.0,5.0,10.0,3,1,2.0,1.0,5,2.0,2.0,2.0,1.0,1.0,2.0
0,4.060437551656196,2.0,2.0,2.0,1.0,2.0,2.0,5.0,2.0,2.0,5.0,1.0,2.0,2.0,2.0,3,1.0,3.0,2.0,2,3.0,2.0,2,2.0,1.0,2.0,3.0,3.0,1.0,4.0,1.0,1.0,10.0,2,1,2.0,2.0,2,1.0,2.0,2.0,1.0,1.0,2.0
0,2.651870133179569,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,5.0,1.0,6.0,2.0,2.0,2,5.0,3.0,1.0,2,3.0,2.0,3,1.0,1.0,2.0,4.0,3.0,1.0,4.0,1.0,2.0,8.0,2,1,1.0,5.0,12,2.0,2.0,7.0,2.0,1.0,2.0
0,2.2855956407078812,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,4.0,1.0,4.0,1.0,2.0,2,7.0,3.0,2.0,1,3.0,2.0,3,3.0,1.0,2.0,4.0,5.0,2.0,5.0,1.0,2.0,7.0,2,1,2.0,2.0,1,2.0,6.0,2.0,2.0,4.0,2.0
0,2.4763466934732024,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,4.0,3.0,2.0,2.0,2,2.0,1.0,2.0,2,2.0,1.0,5,3.0,1.0,2.0,3.0,1.0,2.0,4.0,1.0,2.0,12.0,2,1,1.0,4.0,12,2.0,2.0,7.0,1.0,1.0,2.0
0,2.9363350293645776,2.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,4.0,1.0,97.0,2.0,2.0,4,5.0,3.0,1.0,2,4.0,2.0,3,3.0,1.0,2.0,3.0,6.0,2.0,2.0,1.0,3.0,12.0,3,1,2.0,4.0,1,1.0,2.0,2.0,1.0,1.0,2.0
0,1.1188959318412453,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,4.0,1.0,2.0,1.0,2.0,3,1.0,3.0,2.0,2,4.0,1.0,3,1.0,3.0,2.0,4.0,4.0,2.0,3.0,1.0,5.0,8.0,2,4,1.0,3.0,1,1.0,6.0,7.0,2.0,1.0,2.0
0,2.79831542929654,2.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,5.0,1.0,3.0,2.0,2.0,2,5.0,3.0,2.0,2,3.0,2.0,3,2.0,1.0,2.0,4.0,3.0,2.0,3.0,1.0,2.0,8.0,2,1,2.0,1.0,2,1.0,2.0,7.0,2.0,1.0,2.0
0,1.268130324846728,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,5.0,2.0,4.0,2.0,2.0,1,7.0,3.0,2.0,1,2.0,2.0,5,1.0,1.0,2.0,4.0,1.0,2.0,4.0,1.0,2.0,4.0,4,1,2.0,4.0,1,1.0,6.0,2.0,1.0,1.0,2.0
1,4.114812673714731,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,5.0,1.0,6.0,2.0,2.0,1,5.0,3.0,1.0,1,3.0,2.0,3,3.0,1.0,2.0,3.0,1.0,2.0,4.0,1.0,1.0,5.0,2,1,2.0,3.0,11,2.0,2.0,2.0,1.0,2.0,1.0
0,2.483880422321992,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,4.0,2.0,2.0,5,5.0,1.0,2.0,1,5.0,2.0,3,3.0,1.0,2.0,4.0,1.0,1.0,4.0,1.0,5.0,5.0,5,1,2.0,4.0,2,2.0,2.0,7.0,1.0,1.0,2.0
1,3.0627322939152304,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,1.0,2.0,4,6.0,3.0,2.0,2,3.0,2.0,5,8.0,1.0,2.0,3.0,5.0,2.0,4.0,4.0,2.0,10.0,6,7,2.0,2.0,1,2.0,2.0,2.0,1.0,2.0,2.0
0,1.5146296205042054,2.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,5.0,2.0,4.0,2.0,2.0,4,2.0,3.0,2.0,2,3.0,2.0,4,3.0,1.0,2.0,2.0,3.0,2.0,3.0,1.0,4.0,10.0,2,1,2.0,5.0,12,1.0,2.0,2.0,1.0,4.0,2.0
0,2.4038163755574815,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,11.0,2.0,2.0,1,5.0,3.0,2.0,2,3.0,1.0,5,1.0,1.0,2.0,4.0,3.0,2.0,4.0,1.0,3.0,14.0,4,1,2.0,4.0,1,2.0,2.0,2.0,1.0,4.0,1.0
1,3.786678412919815,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,5.0,1.0,7.0,1.0,2.0,1,2.0,3.0,2.0,2,3.0,2.0,4,2.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,5.0,12.0,2,7,2.0,4.0,1,1.0,6.0,7.0,1.0,4.0,2.0
1,2.5585546584941516,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,15.0,2.0,2.0,4,1.0,3.0,1.0,2,5.0,2.0,2,2.0,1.0,2.0,3.0,1.0,2.0,5.0,1.0,4.0,1.0,2,1,2.0,4.0,1,2.0,2.0,2.0,1.0,4.0,2.0
0,1.5490137568718039,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,5.0,1.0,3.0,2.0,2.0,4,5.0,3.0,2.0,2,5.0,2.0,3,2.0,1.0,2.0,3.0,1.0,1.0,4.0,1.0,2.0,4.0,5,1,2.0,4.0,1,2.0,2.0,2.0,1.0,4.0,2.0
0,3.387462300863305,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,5.0,1.0,7.0,1.0,2.0,3,5.0,3.0,2.0,1,2.0,1.0,4,3.0,6.0,2.0,3.0,1.0,2.0,2.0,1.0,3.0,8.0,3,1,2.0,3.0,2,2.0,2.0,2.0,1.0,4.0,1.0
1,2.3918194097862377,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,97.0,2.0,2.0,3,4.0,3.0,2.0,1,4.0,2.0,3,1.0,1.0,2.0,5.0,1.0,2.0,3.0,1.0,1.0,9.0,2,1,2.0,3.0,4,2.0,2.0,4.0,1.0,4.0,2.0
0,2.6965478268278282,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,2.0,2.0,1,5.0,3.0,1.0,2,3.0,2.0,4,1.0,1.0,2.0,2.0,4.0,2.0,3.0,1.0,3.0,8.0,2,1,1.0,3.0,2,2.0,2.0,1.0,1.0,3.0,2.0
1,3.1251872034732893,2.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,5.0,2.0,6.0,1.0,2.0,3,5.0,3.0,2.0,2,3.0,1.0,5,1.0,1.0,2.0,4.0,1.0,2.0,4.0,1.0,2.0,12.0,1,7,1.0,3.0,1,2.0,2.0,2.0,1.0,4.0,2.0
1,1.6447221249355417,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,5.0,1.0,4.0,2.0,2.0,3,1.0,3.0,2.0,2,3.0,2.0,5,1.0,1.0,2.0,2.0,4.0,2.0,4.0,1.0,3.0,10.0,5,4,1.0,5.0,11,1.0,2.0,2.0,1.0,1.0,2.0
