investor,CC22_306,CC22_300b_5,CC22_300d_2,presvote16post,presvote20post,CC22_300b_3,CC22_300d_5,numchildren,religpew,CC22_333,CC22_300b_1,race,educ,industry,CC22_320c,CC22_304,CC22_320b,CC22_300b_4,marstat,CC22_309e,CC22_300d_6,CC22_300b_6,CC22_300d_4,sexuality,gunown,ideo5,CC22_300b_2,CC22_300d_1,CC22_320a,CC22_303,gender4,CC22_300b_8,CC22_360,CC22_300d_3,employ,urbancity,transgender,CC22_327a,faminc_new,pew_religimp,CC22_302,CC22_300b_7,hispanic,CC22_309f
2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0630249505397461,9,1.0,1.0,1,6,5.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,3,2.0,1.0,1,3.0,1,1.0,2.0,1.0,5.0,2,2.0,1.0,12.0,4.0,3.0,2.0,2.0,1.0
1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.9848800814533503,1,4.0,2.0,1,6,9.0,1.0,1.0,4.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,4,2.0,2.0,0,3.0,1,2.0,3.0,1.0,5.0,2,2.0,2.0,12.0,1.0,5.0,2.0,2.0,2.0
2.0,2.0,1.0,2.0,2.0,6.0,1.0,2.0,-0.1208184055509057,2,2.0,1.0,1,5,12.0,3.0,2.0,2.0,2.0,5.0,5.0,2.0,2.0,2.0,1.0,3.0,4,2.0,2.0,0,2.0,2,2.0,3.0,1.0,5.0,2,2.0,1.0,10.0,2.0,5.0,2.0,2.0,1.0
2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.062228663754919,11,2.0,2.0,4,2,10.0,4.0,4.0,4.0,1.0,4.0,4.0,2.0,1.0,2.0,1.0,1.0,6,2.0,2.0,0,5.0,2,2.0,1.0,1.0,2.0,4,2.0,1.0,14.0,2.0,5.0,2.0,1.0,5.0
2.0,3.0,2.0,2.0,1.0,6.0,2.0,2.0,-0.0613807828294545,1,1.0,2.0,1,4,4.0,2.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,3,2.0,1.0,1,3.0,1,2.0,1.0,1.0,1.0,4,2.0,2.0,4.0,1.0,5.0,1.0,2.0,1.0
2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.8749815394282425,1,4.0,1.0,1,5,10.0,2.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,8.0,5,2.0,2.0,0,3.0,2,2.0,1.0,1.0,7.0,2,2.0,2.0,8.0,1.0,5.0,2.0,2.0,2.0
1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0493763204398432,2,2.0,2.0,4,6,7.0,4.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,3,2.0,2.0,1,4.0,1,2.0,1.0,1.0,6.0,2,2.0,1.0,12.0,1.0,2.0,2.0,2.0,2.0
1.0,1.0,2.0,1.0,3.0,5.0,2.0,1.0,0.0639326026183427,10,5.0,1.0,1,6,6.0,3.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,3,2.0,1.0,0,4.0,2,2.0,1.0,1.0,2.0,2,3.0,2.0,4.0,4.0,5.0,2.0,1.0,1.0
2.0,1.0,2.0,1.0,6.0,1.0,1.0,2.0,1.01824050275727,10,1.0,1.0,3,6,16.0,4.0,2.0,3.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,3.0,1,2.0,2.0,1,3.0,1,2.0,2.0,1.0,1.0,1,2.0,1.0,9.0,4.0,5.0,2.0,1.0,3.0
2.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0406789277116909,2,1.0,1.0,3,4,10.0,4.0,4.0,2.0,2.0,4.0,4.0,1.0,2.0,2.0,1.0,3.0,1,2.0,2.0,1,1.0,2,2.0,2.0,2.0,5.0,1,2.0,1.0,5.0,2.0,1.0,2.0,1.0,4.0
2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,1.112529861808082,1,5.0,2.0,1,1,9.0,3.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,3.0,3,2.0,2.0,0,5.0,2,2.0,3.0,2.0,6.0,2,2.0,2.0,3.0,1.0,5.0,2.0,2.0,4.0
1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,-0.1457761944856499,1,1.0,1.0,1,3,8.0,4.0,1.0,4.0,2.0,1.0,4.0,1.0,1.0,2.0,1.0,3.0,2,1.0,2.0,1,3.0,2,2.0,1.0,2.0,5.0,3,2.0,1.0,9.0,1.0,4.0,2.0,2.0,3.0
2.0,1.0,2.0,2.0,7.0,6.0,2.0,2.0,2.9053658171233265,11,1.0,1.0,4,4,10.0,4.0,3.0,5.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,2,2.0,2.0,0,3.0,1,1.0,2.0,2.0,1.0,3,2.0,1.0,5.0,4.0,3.0,2.0,2.0,4.0
1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.217494513490494,2,3.0,2.0,1,5,6.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,4,2.0,1.0,0,4.0,1,2.0,3.0,1.0,5.0,2,2.0,2.0,12.0,4.0,4.0,2.0,1.0,3.0
2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,-0.0494806952113837,1,5.0,1.0,1,2,6.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,5,2.0,2.0,0,4.0,2,2.0,3.0,1.0,5.0,1,2.0,2.0,2.0,1.0,5.0,2.0,2.0,3.0
2.0,1.0,1.0,2.0,7.0,1.0,2.0,1.0,2.948499386271724,9,1.0,2.0,4,3,10.0,3.0,2.0,3.0,2.0,5.0,1.0,2.0,1.0,1.0,1.0,3.0,1,1.0,2.0,1,4.0,2,2.0,2.0,1.0,8.0,4,2.0,2.0,16.0,4.0,4.0,2.0,2.0,3.0
1.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0065539900437952,11,2.0,2.0,1,6,5.0,3.0,1.0,4.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,3,2.0,2.0,0,3.0,2,2.0,1.0,1.0,1.0,4,2.0,2.0,1.0,3.0,5.0,2.0,2.0,1.0
1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.139526826558233,1,1.0,1.0,1,2,8.0,4.0,2.0,2.0,2.0,1.0,4.0,1.0,1.0,2.0,3.0,2.0,2,2.0,2.0,1,1.0,1,2.0,2.0,2.0,9.0,3,2.0,1.0,8.0,3.0,4.0,1.0,2.0,2.0
2.0,2.0,1.0,2.0,7.0,1.0,1.0,2.0,1.938106711975202,1,1.0,1.0,2,1,10.0,3.0,1.0,3.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,3,2.0,2.0,1,3.0,2,1.0,2.0,2.0,6.0,2,2.0,1.0,1.0,2.0,4.0,2.0,2.0,5.0
1.0,4.0,1.0,2.0,2.0,2.0,1.0,2.0,0.1732168743507388,5,3.0,1.0,1,6,8.0,2.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,4,2.0,2.0,0,2.0,1,2.0,1.0,1.0,1.0,4,2.0,2.0,97.0,1.0,5.0,2.0,2.0,1.0
2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,-0.0337540877363284,12,4.0,1.0,1,3,17.0,2.0,1.0,4.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,8.0,4,1.0,2.0,0,4.0,1,2.0,1.0,2.0,1.0,1,2.0,2.0,9.0,4.0,5.0,2.0,2.0,2.0
2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.088317600586705,2,3.0,2.0,1,2,9.0,2.0,2.0,3.0,2.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,3,2.0,1.0,1,5.0,2,2.0,2.0,1.0,7.0,1,2.0,1.0,5.0,2.0,4.0,1.0,2.0,3.0
1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.1031448785436604,9,3.0,2.0,1,2,11.0,2.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,4,1.0,2.0,0,3.0,1,2.0,3.0,2.0,6.0,2,2.0,2.0,6.0,4.0,5.0,2.0,2.0,4.0
1.0,1.0,1.0,1.0,3.0,6.0,2.0,1.0,2.868346330557268,2,3.0,2.0,1,6,11.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,4,1.0,2.0,0,2.0,2,2.0,1.0,2.0,1.0,2,2.0,2.0,9.0,1.0,5.0,2.0,2.0,4.0
1.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,0.0417914818202418,2,4.0,2.0,1,6,12.0,1.0,1.0,4.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,4,2.0,2.0,0,3.0,1,2.0,1.0,2.0,4.0,2,2.0,2.0,13.0,1.0,5.0,2.0,1.0,2.0
2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.9504864216282607,2,1.0,1.0,1,5,4.0,4.0,1.0,4.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,4,1.0,2.0,0,3.0,1,1.0,3.0,2.0,1.0,4,2.0,1.0,9.0,1.0,4.0,2.0,2.0,3.0
2.0,3.0,1.0,2.0,6.0,1.0,2.0,2.0,5.232111150859407,7,2.0,1.0,2,4,8.0,3.0,2.0,1.0,1.0,5.0,2.0,1.0,2.0,2.0,1.0,3.0,6,1.0,2.0,0,3.0,2,2.0,3.0,2.0,7.0,1,2.0,1.0,3.0,4.0,4.0,2.0,2.0,3.0
1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.9701139682877584,10,1.0,2.0,1,6,10.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,8.0,2,2.0,1.0,1,3.0,2,2.0,2.0,2.0,1.0,2,2.0,1.0,8.0,4.0,3.0,2.0,2.0,2.0
2.0,1.0,2.0,2.0,2.0,6.0,1.0,2.0,0.1567068813772724,1,4.0,1.0,1,5,12.0,4.0,2.0,4.0,2.0,5.0,3.0,1.0,2.0,2.0,1.0,3.0,3,2.0,2.0,0,5.0,1,1.0,4.0,2.0,3.0,2,1.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0
2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.8997367023154164,1,3.0,2.0,1,5,5.0,1.0,1.0,4.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,5,2.0,2.0,0,3.0,1,2.0,3.0,2.0,5.0,4,2.0,2.0,11.0,2.0,5.0,2.0,2.0,1.0
1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,5.013972568423849,3,1.0,2.0,1,6,6.0,4.0,1.0,4.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0,4,1.0,2.0,1,2.0,2,2.0,3.0,1.0,5.0,4,2.0,2.0,12.0,4.0,5.0,2.0,2.0,3.0
2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,-0.1961252689507735,1,3.0,2.0,1,3,13.0,2.0,1.0,3.0,2.0,4.0,4.0,2.0,2.0,2.0,1.0,3.0,5,2.0,2.0,0,4.0,1,2.0,3.0,1.0,5.0,3,2.0,1.0,11.0,2.0,5.0,2.0,2.0,3.0
2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.888528352454809,2,1.0,2.0,1,5,8.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,3,1.0,2.0,1,3.0,1,2.0,2.0,2.0,1.0,1,2.0,1.0,11.0,1.0,2.0,2.0,2.0,3.0
1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,-0.1957558118968565,1,3.0,2.0,2,6,8.0,1.0,1.0,4.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,4,2.0,2.0,0,4.0,1,2.0,3.0,2.0,1.0,1,2.0,2.0,11.0,1.0,5.0,2.0,2.0,2.0
2.0,1.0,1.0,1.0,7.0,2.0,1.0,2.0,0.0159588932429296,11,5.0,2.0,1,2,4.0,5.0,2.0,5.0,2.0,4.0,1.0,2.0,2.0,2.0,1.0,8.0,2,2.0,2.0,0,3.0,2,2.0,1.0,1.0,8.0,1,2.0,1.0,5.0,4.0,6.0,2.0,2.0,3.0
2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0161416060959698,11,4.0,2.0,1,3,17.0,5.0,1.0,4.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,8.0,4,2.0,2.0,0,4.0,1,1.0,1.0,2.0,6.0,1,2.0,2.0,11.0,4.0,5.0,2.0,2.0,4.0
2.0,1.0,2.0,2.0,6.0,1.0,2.0,2.0,1.825404083424509,11,1.0,2.0,1,6,5.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1,2.0,2.0,0,2.0,2,2.0,2.0,1.0,5.0,1,2.0,1.0,5.0,4.0,2.0,2.0,2.0,3.0
1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0288565815773958,2,3.0,2.0,1,3,6.0,5.0,1.0,4.0,2.0,1.0,4.0,2.0,2.0,2.0,1.0,3.0,4,1.0,2.0,0,3.0,2,2.0,3.0,1.0,5.0,4,2.0,2.0,8.0,1.0,5.0,2.0,2.0,2.0
1.0,1.0,2.0,1.0,4.0,4.0,2.0,2.0,1.1668751784669438,10,4.0,2.0,6,6,6.0,4.0,2.0,3.0,1.0,1.0,5.0,2.0,2.0,2.0,1.0,3.0,1,2.0,1.0,0,3.0,1,1.0,2.0,2.0,6.0,1,2.0,1.0,97.0,4.0,5.0,2.0,2.0,2.0
1.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,0.048243711253429,11,4.0,1.0,2,5,10.0,3.0,1.0,2.0,2.0,5.0,4.0,1.0,1.0,2.0,1.0,2.0,3,2.0,2.0,1,3.0,2,2.0,2.0,2.0,1.0,1,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0
2.0,4.0,1.0,2.0,7.0,1.0,2.0,2.0,1.5407407888594211,2,1.0,1.0,6,2,9.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,1.0,2.0,1.0,3.0,3,1.0,2.0,0,2.0,2,2.0,1.0,1.0,1.0,1,2.0,1.0,11.0,2.0,4.0,2.0,2.0,2.0
1.0,1.0,1.0,2.0,6.0,2.0,2.0,2.0,0.063682234065269,5,1.0,1.0,1,6,4.0,2.0,1.0,3.0,1.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,3,2.0,2.0,0,4.0,1,2.0,1.0,1.0,1.0,2,2.0,2.0,10.0,1.0,5.0,2.0,2.0,2.0
2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,0.2292560322901727,11,3.0,2.0,1,3,12.0,3.0,1.0,4.0,2.0,5.0,2.0,2.0,2.0,2.0,1.0,1.0,5,2.0,2.0,0,4.0,2,2.0,3.0,2.0,1.0,5,2.0,2.0,13.0,2.0,5.0,2.0,2.0,1.0
2.0,1.0,2.0,2.0,7.0,6.0,2.0,2.0,0.0450458447593916,9,1.0,1.0,1,6,10.0,5.0,1.0,4.0,2.0,5.0,3.0,1.0,1.0,2.0,4.0,2.0,1,2.0,2.0,0,5.0,2,1.0,2.0,2.0,2.0,2,2.0,1.0,3.0,4.0,5.0,2.0,2.0,3.0
2.0,4.0,2.0,2.0,1.0,6.0,2.0,2.0,3.0901657483030864,11,2.0,2.0,1,4,12.0,2.0,1.0,3.0,2.0,6.0,3.0,1.0,1.0,2.0,1.0,2.0,6,2.0,2.0,0,4.0,2,2.0,1.0,2.0,7.0,3,2.0,1.0,2.0,1.0,5.0,2.0,2.0,5.0
1.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,2.028977799756999,1,2.0,2.0,1,5,16.0,2.0,1.0,3.0,2.0,5.0,4.0,2.0,2.0,1.0,1.0,2.0,3,1.0,2.0,1,3.0,2,2.0,1.0,1.0,5.0,2,2.0,2.0,8.0,1.0,3.0,2.0,2.0,2.0
2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,0.9037241124613052,1,4.0,2.0,1,4,12.0,3.0,1.0,4.0,2.0,5.0,4.0,1.0,2.0,2.0,1.0,8.0,5,2.0,2.0,0,5.0,1,1.0,1.0,2.0,1.0,4,2.0,2.0,6.0,1.0,5.0,2.0,2.0,3.0
1.0,4.0,1.0,2.0,2.0,2.0,1.0,2.0,5.038306899599373,9,4.0,2.0,1,3,10.0,4.0,1.0,4.0,2.0,3.0,3.0,1.0,2.0,2.0,1.0,8.0,5,2.0,2.0,0,2.0,2,2.0,3.0,2.0,6.0,4,2.0,2.0,2.0,1.0,5.0,2.0,2.0,5.0
1.0,1.0,2.0,1.0,7.0,1.0,2.0,1.0,0.7215868797637512,9,1.0,2.0,1,6,8.0,4.0,1.0,2.0,1.0,5.0,2.0,2.0,2.0,1.0,5.0,3.0,1,2.0,1.0,1,2.0,1,1.0,2.0,1.0,1.0,1,2.0,1.0,11.0,1.0,4.0,2.0,2.0,4.0
1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,4.230357553469127,12,1.0,1.0,1,5,10.0,4.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,3.0,3,1.0,2.0,1,3.0,2,2.0,2.0,1.0,1.0,3,2.0,1.0,7.0,4.0,2.0,2.0,2.0,3.0
2.0,1.0,2.0,2.0,6.0,1.0,2.0,1.0,0.9320917104467712,10,4.0,1.0,4,3,17.0,4.0,5.0,4.0,2.0,5.0,2.0,2.0,2.0,2.0,1.0,3.0,1,1.0,2.0,0,4.0,1,2.0,4.0,1.0,3.0,1,2.0,1.0,97.0,1.0,6.0,2.0,2.0,1.0
2.0,4.0,1.0,2.0,3.0,3.0,2.0,2.0,1.2290515360436345,2,2.0,2.0,1,3,10.0,4.0,1.0,4.0,2.0,6.0,2.0,1.0,2.0,2.0,1.0,3.0,2,2.0,2.0,0,2.0,2,1.0,1.0,2.0,7.0,1,2.0,2.0,4.0,3.0,5.0,1.0,2.0,3.0
2.0,2.0,2.0,2.0,2.0,6.0,2.0,2.0,2.7498818880186517,11,1.0,1.0,1,3,8.0,4.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,2.0,3,1.0,2.0,0,4.0,1,2.0,1.0,2.0,1.0,1,2.0,1.0,15.0,3.0,4.0,2.0,2.0,1.0
2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.987073266250488,12,2.0,1.0,2,5,10.0,3.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0,6,2.0,2.0,0,3.0,1,2.0,1.0,1.0,1.0,1,2.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0
1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,0.8168303126406863,1,2.0,1.0,1,5,8.0,2.0,1.0,4.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,4,2.0,2.0,0,3.0,1,2.0,3.0,2.0,2.0,2,2.0,1.0,8.0,1.0,4.0,2.0,2.0,4.0
1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,0.1045799084095475,11,4.0,2.0,1,2,15.0,2.0,1.0,5.0,2.0,1.0,3.0,1.0,2.0,2.0,4.0,1.0,5,2.0,2.0,0,4.0,1,1.0,3.0,2.0,6.0,2,2.0,2.0,97.0,1.0,5.0,2.0,2.0,3.0
2.0,1.0,2.0,2.0,7.0,6.0,1.0,2.0,-0.028680634067646,11,1.0,2.0,3,6,10.0,5.0,3.0,5.0,1.0,5.0,4.0,2.0,2.0,1.0,1.0,3.0,6,1.0,2.0,0,3.0,1,2.0,1.0,1.0,1.0,2,2.0,1.0,2.0,2.0,6.0,2.0,1.0,4.0
1.0,1.0,2.0,2.0,4.0,1.0,2.0,2.0,2.856834509121621,9,1.0,2.0,3,3,6.0,2.0,2.0,4.0,2.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,1,1.0,2.0,0,2.0,1,2.0,4.0,1.0,1.0,2,2.0,1.0,4.0,4.0,3.0,1.0,2.0,4.0
1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0751838420870156,11,4.0,1.0,1,3,7.0,2.0,1.0,4.0,2.0,4.0,4.0,1.0,2.0,2.0,6.0,1.0,6,2.0,2.0,0,3.0,1,2.0,3.0,2.0,1.0,2,2.0,2.0,5.0,1.0,5.0,2.0,2.0,2.0
2.0,1.0,2.0,1.0,7.0,6.0,2.0,2.0,4.020087944082445,2,3.0,2.0,1,5,17.0,3.0,1.0,3.0,2.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,4,2.0,2.0,0,3.0,1,2.0,3.0,1.0,1.0,2,2.0,1.0,5.0,1.0,5.0,2.0,2.0,4.0
2.0,4.0,1.0,2.0,7.0,6.0,2.0,2.0,1.763228602256497,10,1.0,1.0,1,5,5.0,5.0,1.0,5.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,3.0,2,1.0,2.0,0,3.0,1,2.0,1.0,1.0,7.0,2,2.0,1.0,8.0,4.0,6.0,2.0,2.0,1.0
2.0,4.0,2.0,1.0,7.0,6.0,1.0,1.0,2.0399383619891087,1,2.0,1.0,2,2,10.0,3.0,1.0,5.0,1.0,5.0,3.0,2.0,2.0,1.0,1.0,3.0,6,2.0,1.0,0,3.0,2,2.0,1.0,1.0,4.0,3,2.0,1.0,7.0,4.0,4.0,2.0,2.0,4.0
1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.87119918858014,2,2.0,2.0,1,3,10.0,2.0,1.0,4.0,2.0,1.0,4.0,2.0,2.0,1.0,3.0,3.0,4,2.0,2.0,0,5.0,1,2.0,3.0,1.0,1.0,1,2.0,1.0,2.0,2.0,5.0,2.0,2.0,5.0
2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,-0.0817159562792299,1,1.0,2.0,1,6,7.0,4.0,1.0,4.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,3,2.0,2.0,1,4.0,2,2.0,2.0,1.0,5.0,2,2.0,1.0,10.0,4.0,4.0,2.0,2.0,3.0
2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,4.874761961710512,11,3.0,2.0,1,2,16.0,2.0,1.0,4.0,2.0,4.0,2.0,1.0,2.0,2.0,1.0,3.0,4,1.0,2.0,0,3.0,1,1.0,3.0,2.0,1.0,4,2.0,2.0,4.0,4.0,5.0,2.0,2.0,2.0
1.0,1.0,2.0,1.0,7.0,3.0,2.0,1.0,1.1048070645356267,1,2.0,2.0,7,6,9.0,2.0,1.0,4.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,5,2.0,1.0,0,1.0,2,2.0,4.0,1.0,1.0,2,2.0,2.0,12.0,3.0,5.0,2.0,1.0,2.0
1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.733846459506072,2,4.0,2.0,1,2,16.0,3.0,1.0,4.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,3.0,5,2.0,2.0,0,3.0,2,1.0,1.0,2.0,4.0,1,2.0,2.0,12.0,1.0,5.0,2.0,2.0,1.0
2.0,2.0,2.0,2.0,7.0,1.0,2.0,2.0,2.0705519890075137,2,3.0,1.0,2,5,16.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,6,2.0,2.0,1,3.0,2,2.0,1.0,2.0,2.0,4,2.0,1.0,2.0,1.0,4.0,2.0,2.0,3.0
